PersonID;Year;PartyListID;Listenplatz;PreviouslyElected
1746;2021;203.0;5;False
1748;2021;118.0;7;False
1751;2021;104.0;8;False
1752;2021;169.0;11;False
1754;2021;18.0;28;False
1757;2021;270.0;5;False
1758;2021;11.0;35;False
1759;2021;33.0;19;False
1766;2021;82.0;24;False
1767;2021;182.0;15;False
1769;2021;72.0;9;False
1770;2021;194.0;11;False
1771;2021;331.0;3;False
1773;2021;3.0;40;False
1774;2021;9.0;34;False
1778;2021;185.0;2;False
1781;2021;134.0;1;False
1783;2021;257.0;1;False
1785;2021;253.0;4;False
1787;2021;166.0;9;False
1791;2021;39.0;10;False
1793;2021;288.0;4;False
1795;2021;180.0;11;False
1798;2021;113.0;2;False
1800;2021;320.0;1;False
1803;2021;196.0;9;False
1804;2021;25.0;17;False
1805;2021;346.0;2;False
1806;2021;143.0;12;False
1810;2021;84.0;6;False
1811;2021;102.0;14;False
1812;2021;135.0;3;False
1813;2021;264.0;16;False
1814;2021;205.0;7;False
1817;2021;127.0;30;False
1818;2021;240.0;5;False
1819;2021;5.0;46;False
1820;2021;161.0;20;False
1823;2021;283.0;3;False
1824;2021;124.0;21;False
1825;2021;346.0;3;False
1828;2021;269.0;7;False
1834;2021;102.0;22;False
1835;2021;252.0;11;False
1838;2021;110.0;20;False
1840;2021;197.0;4;False
1841;2021;275.0;4;False
1842;2021;3.0;75;False
1844;2021;71.0;80;False
1846;2021;313.0;13;False
1849;2021;117.0;15;False
1851;2021;4.0;44;False
1852;2021;195.0;9;False
1854;2021;214.0;2;False
1855;2021;321.0;5;False
1856;2021;85.0;20;False
1859;2021;227.0;5;False
1861;2021;155.0;10;False
1865;2021;89.0;12;False
1868;2021;176.0;10;False
1869;2021;134.0;8;False
1870;2021;146.0;18;False
1871;2021;18.0;63;False
1876;2021;328.0;8;False
1882;2021;220.0;6;False
1883;2021;94.0;5;False
1888;2021;164.0;7;False
1889;2021;71.0;61;False
1890;2021;115.0;7;False
1896;2021;98.0;34;False
1901;2021;270.0;8;False
1903;2021;199.0;13;False
1904;2021;102.0;47;False
1905;2021;124.0;37;False
1906;2021;155.0;1;False
1913;2021;10.0;44;False
1914;2021;11.0;44;False
1915;2021;27.0;18;False
1916;2021;18.0;65;False
1917;2021;117.0;16;False
1918;2021;4.0;43;False
1919;2021;308.0;10;False
1921;2021;340.0;9;False
1923;2021;223.0;14;False
1924;2021;98.0;7;False
1933;2021;249.0;1;False
1934;2021;59.0;11;False
1935;2021;187.0;1;False
1936;2021;164.0;3;False
1940;2021;144.0;3;False
1941;2021;27.0;16;False
1946;2021;267.0;3;False
1948;2021;216.0;9;False
1952;2021;17.0;23;False
1956;2021;149.0;19;False
1957;2021;162.0;6;False
1958;2021;90.0;35;False
1964;2021;14.0;26;False
1965;2021;119.0;8;False
1967;2021;2.0;69;False
1968;2021;70.0;26;False
1984;2021;3.0;74;False
1986;2021;343.0;5;False
1987;2021;140.0;6;False
1988;2021;5.0;64;False
1990;2021;120.0;19;False
1994;2021;53.0;13;False
1996;2021;125.0;8;False
1998;2021;216.0;2;False
2001;2021;110.0;25;False
2003;2021;3.0;70;False
2005;2021;70.0;21;False
2006;2021;194.0;14;False
2009;2021;200.0;26;False
2012;2021;155.0;3;False
2016;2021;138.0;4;False
2021;2021;194.0;15;False
2023;2021;102.0;51;False
2024;2021;30.0;38;False
2033;2021;9.0;38;False
2034;2021;1.0;78;False
2037;2021;207.0;5;False
2042;2021;185.0;4;False
2044;2021;308.0;14;False
2045;2021;238.0;9;False
2047;2021;285.0;3;False
2048;2021;330.0;3;False
2051;2021;105.0;16;False
2052;2021;33.0;12;False
2053;2021;133.0;15;False
2057;2021;292.0;1;False
2058;2021;122.0;9;False
2059;2021;234.0;6;False
2060;2021;90.0;8;False
2061;2021;271.0;1;False
2063;2021;85.0;31;False
2074;2021;69.0;9;False
2076;2021;21.0;22;False
2077;2021;84.0;14;False
2083;2021;147.0;14;False
2084;2021;145.0;7;False
2086;2021;127.0;42;False
2087;2021;57.0;9;False
2088;2021;49.0;9;False
2089;2021;195.0;4;False
2091;2021;143.0;10;False
2092;2021;316.0;2;False
2093;2021;316.0;5;False
2095;2021;139.0;20;False
2098;2021;124.0;6;False
2101;2021;6.0;72;False
2102;2021;157.0;8;False
2103;2021;21.0;29;False
2107;2021;68.0;5;False
2108;2021;232.0;3;False
2111;2021;21.0;20;False
2114;2021;223.0;8;False
2115;2021;10.0;63;False
2117;2021;3.0;85;False
2119;2021;70.0;59;False
2122;2021;303.0;5;False
2125;2021;127.0;27;False
2126;2021;5.0;28;False
2128;2021;292.0;6;False
2131;2021;291.0;14;False
2132;2021;291.0;23;False
2133;2021;71.0;48;False
2135;2021;130.0;17;False
2140;2021;189.0;10;False
2141;2021;138.0;6;False
2143;2021;119.0;12;False
2144;2021;33.0;15;False
2147;2021;1.0;69;False
2155;2021;4.0;12;False
2156;2021;71.0;78;False
2164;2021;308.0;2;False
2165;2021;35.0;23;False
2166;2021;9.0;57;False
2167;2021;196.0;6;False
2169;2021;21.0;37;False
2170;2021;161.0;2;False
2172;2021;85.0;16;False
2173;2021;338.0;4;False
2177;2021;328.0;6;False
2181;2021;102.0;55;False
2182;2021;318.0;2;False
2183;2021;4.0;38;False
2191;2021;84.0;15;False
2192;2021;4.0;21;False
2194;2021;71.0;94;False
2195;2021;14.0;38;False
2197;2021;122.0;22;False
2198;2021;252.0;6;False
2202;2021;25.0;20;False
2203;2021;306.0;3;False
