Year;Nachname;Vornamen;Geburtsjahr;Geburtsort;Geschlecht;PersonID
2021;Reitz;Jürgen;1958;Breidenbach;m;4268
2021;Reiß;Andreas Horst Adolf;1968;Moers;m;4269
2021;Reiß;Karina;1974;Neustadt in Holstein;w;4270
2021;Reißer;Florian Thomas Günter;1978;Hof/Saale;m;4271
2021;Reißland;Sven;1986;Potsdam;m;4272
2021;Remark;Christian;1975;Völklingen;m;4273
2021;Rembold;Kay;1993;Bonn;w;4274
2021;Remiszewski;Angelika;1957;Neheim-Hüsten;w;4275
2021;Renner;Carolin;1996;Lübben;w;4276
2021;Renner;Martin Erwin;1954;Reutlingen;m;4277
2021;Renner;Martina Erika;1967;Mainz;w;4278
2021;Renner;Sascha;1993;Velburg;m;4279
2021;Renz-Hübner;Lisa Nadine;1984;Nürnberg;w;4280
2021;Resch;Marcus Angelus;1965;Düsseldorf;m;4281
2021;Respa;Marcel;1977;Lauchhammer;m;4282
2021;Ressdorf;Werner;1954;Rio de Janeiro;m;4283
2021;Ressel;Dominic;1984;München;m;4284
2021;Reusch;Edgar Josef;1954;Weibersbrunn;m;4285
2021;Reusch;Ralf;1963;Krefeld;m;4286
2021;Reuss;Arnold Günther;1982;Reußmarkt;m;4287
2021;Reuther;Bernd;1971;Wesel;m;4288
2021;Reuther;Karl Michael;1967;Neustadt an der Weinstraße;m;4289
2021;Rezai;Mahdi;1953;Teheran;m;4290
2021;Reznitcaia;Iulia;1985;Chisinau;w;4291
2021;Rhie;Ye-One;1987;Aachen;w;4292
2021;Rhode;Mario;1958;Berlin;m;4293
2021;Richter;Alexandra;1974;Hamburg;w;4294
2021;Richter;Andreas;1957;Elsterwerda;m;4295
2021;Richter;Bernhard;1943;Prag;m;4296
2021;Richter;Daniel;1982;Karl-Marx-Stadt (jetzt Chemnitz);m;4297
2021;Richter;David Felix;1977;München;m;4298
2021;Richter;Jan Luca;1999;Duisburg;m;4299
2021;Richter;Jason;2002;St. Gallen;m;4300
2021;Richter;Martin;1988;Lübeck;m;4301
2021;Richter;Martin Max;1978;Schwedt/Oder;m;4302
2021;Richter;Maya;2001;Berlin;w;4303
2021;Richter;Michael;1992;Stuttgart;m;4304
2021;Richter;Michelle;1998;Leipzig;w;4305
2021;Richter;Steffi;1965;Großenhain;w;4306
2021;Richter;Wera;1969;Langenhagen;w;4307
2021;Richter;Wiebke;1969;Rendsburg;w;4308
2021;Rick;Sebastian;1983;Großenhain;m;4309
2021;Rickersfeld;Ruth;1966;Karlsruhe;w;4310
2021;Ridder;Daniela Friederike;1962;Kiel;w;4311
2021;Riebold;Ute;1959;Rotenburg a. d. Fulda;w;4312
2021;Riebschläger;Markus;1970;Düsseldorf;m;4313
2021;Riechert;Sebastian;1978;Güstrow;m;4314
2021;Riechert-Eschweiler;Mirko;1977;Berlin;m;4315
2021;Rieck-Vogt;Diana;1972;Berlin;w;4316
2021;Riedel;Ann Cathrin;1987;Henstedt-Ulzburg;w;4317
2021;Riedel;Stefanie;1976;Quedlinburg;w;4318
2021;Rieder;Julian Josef;1985;Straubing;m;4319
2021;Rieder;Kurt;1960;Köln;m;4320
2021;Riedinger;Marc-Oliver;1976;Heidelberg;m;4321
2021;Rief;Josef;1960;Illertissen;m;4322
2021;Rieker;Lisa;1997;Henningsdorf;w;4323
2021;Riemann;Mark;1967;Marne;m;4324
2021;Riemer;Barbara;1946;Schliestedt (jetzt Schöppenstedt);w;4325
2021;Riemer;Finn;1983;Berlin;m;4326
2021;Ries;Angela;1971;Lüdenscheid;w;4327
2021;Riesener;Alexander Sebastian;1985;Tuttlingen;m;4328
2021;Riesmeier;Niklas;1991;Witzenhausen;m;4329
2021;Riesner;Dagmar Barbara;1969;Nördlingen;w;4330
2021;Riess;Kai;1982;Gelnhausen;m;4331
2021;Riesterer;Dirk Arthur Egon;1993;Freiburg im Breisgau;m;4332
2021;Riexinger;Bernd Karl;1955;Leonberg;m;4333
2021;Rihaczek;Lena Viktoria;1997;Bad Homburg v. d. Höhe;w;4334
2021;Rilke-Haerst;Veronika;1952;Plettenberg;w;4335
2021;Rimkus;Andreas;1962;Düsseldorf;m;4336
2021;Rinck;Frank Martin Klaus;1986;Stade;m;4337
2021;Ringger;Helmut Günther;1955;Nürtingen;m;4338
2021;Rink;Dietrich Alexander;1996;Hameln;m;4339
2021;Rinkert;Daniel;1987;Grevenbroich;m;4340
2021;Ripp;Louis Friedrich;2003;Berlin;m;4341
2021;Risius;Andrea Christine;1967;Emden;w;4342
2021;Rittaler;Jan Benedykt;1959;Schwäbisch Hall;m;4343
2021;Ritter;Claus Gerhard;1968;Mannheim;m;4344
2021;Ritter;Ian Claus;2002;Mannheim;m;4345
2021;Ritter;Markus Roland;1974;Aschaffenburg;m;4346
2021;Ritter;Reinhold;1950;Weihenlinden (Obb);m;4347
2021;Ritter;Robert;2001;Pirna;m;4348
2021;Ritter;Tino Josef;1972;Ichenhausen;m;4349
2021;Rix;Sönke;1975;Eckernförde;m;4350
2021;Rizzotto;David;1987;Leipzig;m;4351
2021;Rißmann;Sarah-Ines;1984;Herdecke;w;4352
2021;Rochlitz;Wolf-Dieter;1947;Gaissach;m;4353
2021;Rocznik;Stephan;1984;Hannover;m;4354
2021;Rode;Stefan;1969;Hagen;m;4355
2021;Roden;Hans Joachim;1956;Berlin;m;4356
2021;Rodewald;Ina;1966;Heidelberg;w;4357
2021;Roedel;Claudia Gabriele Angelika Elfriede;1960;München;w;4358
2021;Roedel;Frank-Josef Wolfgang Ulrich;1962;München;m;4359
2021;Roenne;Hans Hubertus Alexis;1966;Kassel;m;4360
2021;Roensch;Andreas;1977;Bamberg;m;4361
2021;Roetger;Editha;1968;Essen;w;4362
2021;Rohde;Dennis;1986;Oldenburg (Oldenburg);m;4363
2021;Rohde;Mirko;1996;Rendsburg;m;4364
2021;Rohlfing;Simon Egon Jürgen;1974;Osnabrück;m;4365
2021;Rohn;Jens Armin;1968;Frankfurt am Main;m;4366
2021;Rohne;Bert;1974;Karl-Marx-Stadt (jetzt Chemnitz);m;4367
2021;Rohne;Mario;1983;Lutherstadt Wittenberg;m;4368
2021;Rohrbach;Marcus Helmut;1985;Heilbronn;m;4369
2021;Rohrbeck;Uwe;1976;Halberstadt;m;4370
2021;Rohrhirsch;Jakob;1984;Erlangen;m;4371
2021;Rohwer;Jennifer;1977;Hamburg;w;4372
2021;Rohwer;Lars;1972;Dresden;m;4373
2021;Roitzsch;Jessica Sabine;1986;Zwiesel;w;4374
2021;Rokohl;Aileen;1988;Berlin;w;4375
2021;Roleff;Werner;1962;Bergheim/Erft;m;4376
2021;Rolfs;Sven Erik;1988;Troisdorf;m;4377
2021;Roloff;Lu Yen;1977;Münster;w;4378
2021;Roloff;Sebastian Jörg;1983;Berlin;m;4379
2021;Roloff;Simon;2002;Bad Tölz;m;4380
2021;Romberg;Oliver Michael;1965;Bremen;m;4381
2021;Rommerskirchen;Marcel;1980;Mönchengladbach;m;4382
2021;Romoser;Ernst;1965;Wertingen;m;4383
2021;Rompaey;Ann-Katrin;1990;Köln;w;4384
2021;Ronstadt;Karlo;1941;Oldenburg (Oldenburg);m;4385
2021;Roos;Jörg-Peter;1968;Rapperath;m;4386
2021;Rosa Cuevas;Paola;1971;Barranquilla, Kolumbien;w;4387
2021;Rose;Natalie Michelle Diana;1998;Magdeburg;w;4388
2021;Rose;Philipp;1995;Wilhelmshaven;m;4389
2021;Roselt;Jutta Simone;1964;Sonneberg;w;4390
2021;Rosemann;Martin;1976;Saulgau;m;4391
2021;Rosemann;Ricarda;1991;Bad Oldesloe;w;4392
2021;Rosen;Eva Katharina;1985;Frankfurt am Main;w;4393
2021;Rosen;Laura Ann;1994;Gelsenkirchen;w;4394
2021;Rosenat;Fabian;1999;Zwickau;m;4395
2021;Rosenbaum;Ishai;1977;Kfar Saba;m;4396
2021;Rosenbaum;Mats Lukas;2000;Eckernförde;m;4397
2021;Rosenbaum;Peter Paul;1950;Schladen;m;4398
2021;Rosenberg;Jonas;1998;Erfurt;m;4399
2021;Rosenkranz;Cindy;1989;Frankfurt (Oder);w;4400
2021;Rosensky;Ulrike Antje;1979;Bernau;w;4401
2021;Rosenthal;Jessica;1992;Hameln;w;4402
2021;Rosentreter;Daniel;1982;Schwedt/Oder;m;4403
2021;Rosien;Lisa-Marie;1998;Hamburg;w;4404
2021;Rosner;Florian;1989;Traunstein;m;4405
2021;Rosner;Huberth;1975;Marktredwitz;m;4406
2021;Rost;Eva Gabi;1981;Ilorin, Nigeria;w;4407
2021;Rotenberger;Vivien;2001;Bad Segeberg;w;4408
2021;Roth;Benjamin;1994;Oranienburg;m;4409
2021;Roth;Claudia Benedikta;1955;Ulm;w;4410
2021;Roth;Daniel Dieter Bernhard;1989;Aschaffenburg;m;4411
2021;Roth;Hans;1955;Aichhalden;m;4412
2021;Roth;Jasmin;1989;Offenbach am Main;w;4413
2021;Roth;Michael;1970;Heringen (Werra);m;4414
2021;Roth;Zarah-Louise;1982;Freiburg im Breisgau;w;4415
2021;Rothenbacher;Jan;1992;Illertissen;m;4416
2021;Rothenberger;Johannes;1980;Oberkirch;m;4417
2021;Rothermel;Jelena;1987;Viernheim;w;4418
2021;Rothfuß;Rainer;1971;Freudenstadt;m;4419
2021;Rothgaenger;Andreas;1973;Itzehoe;m;4420
2021;Rothhardt;Denis;1979;Magdeburg;m;4421
2021;Rothlehner;Claus Peter;1981;Eggenfelden;m;4422
2021;Rothweiler;Martin;1978;Schorndorf;m;4423
2021;Rottmann;Manuela;1972;Würzburg;w;4424
2021;Rotzinger;René;1973;Karlsruhe;m;4425
2021;Rouault;Yannick Georg;1993;Ottobrunn;m;4426
2021;Rouenhoff;Stefan;1978;Goch;m;4427
2021;Roßberg;Maylis;2000;Westerland;w;4428
2021;Roßkopf;Sabine;1996;München;w;4429
2021;Roßmüller;Sascha Alfred;1972;Straubing;m;4430
2021;Rubach;Philipp Johannes;1996;Weimar;m;4431
2021;Rube;Jochen Helmut;1984;Bad Arolsen;m;4432
2021;Ruchti;Günter Hermann;1967;Ravensburg;m;4433
2021;Ruck;Stefanie Brigitte;1986;München;w;4434
2021;Ruckaberle;Philipp Albert;1992;Böblingen;m;4435
2021;Ruczynski;Sabine;1982;Mayen;w;4436
2021;Rudd;Oliver Stewart;1976;Bad Säckingen;m;4437
2021;Rudolph;Dennis Michael;1984;Darmstadt;m;4438
2021;Rudolph;Thorsten;1974;Koblenz;m;4439
2021;Rudolph;Tina;1991;Wolgast;w;4440
2021;Rudow;Lydia Johanna;1990;Kiel;w;4441
2021;Ruf;Hans-Joachim;1988;Freising;m;4442
2021;Ruf;Michael;1979;Wiesbaden;m;4443
2021;Ruf;Nadine;1978;Wiesbaden;w;4444
2021;Ruff-Dietrich;Susanne;1966;München;w;4445
2021;Rufflar;Alexander Thomas;1973;Meerane;m;4446
2021;Ruge;Christina;1987;Dresden;w;4447
2021;Ruhl;Clemens;1968;Essen;m;4448
2021;Ruhland;Kevin;1987;Augsburg;m;4449
2021;Rummler;Bernd;1969;Leverkusen;m;4450
2021;Rump;Daniela;1996;Hannover;w;4451
2021;Runge;Christian;1978;Geesthacht;m;4452
2021;Runge;Jasmin Scheiwanthi;1993;Kalutara;w;4453
2021;Runte;Wolfgang Gert Hans;1954;Würzburg;m;4454
2021;Rupp;Dieter Jakob;1959;Stuttgart;m;4455
2021;Rupp;Jörg Alfred;1966;Karlsruhe;m;4456
2021;Ruppenthal;Dirk;1975;Freiburg im Breisgau;m;4457
2021;Rupprecht;Albert Robert;1968;Vohenstrauß;m;4458
2021;Rupprecht;Dominik Ernst Heribert;1982;Regensburg;m;4459
2021;Rupprecht;Johannes Georg Maria;1952;Bamberg;m;4460
2021;Rusch;Birgit;1975;Oettingen;w;4461
2021;Ruschmeyer;Nino;1981;Winsen (Luhe);m;4462
2021;Rust;Dorit;1959;Berlin;w;4463
2021;Rust;Matthias;1966;Nordhausen;m;4464
2021;Ruttmann;Hermann;1964;Wassertrüdingen;m;4465
2021;Ryglewski;Sarah Janina;1983;Köln;w;4466
2021;Ryssel;Ricard;1972;Düsseldorf;m;4467
2021;Räthel;Stefan;1987;Suhl;m;4468
2021;Röder;Judith;1993;Dortmund;w;4469
2021;Röder;Ron-David;1983;Bad Kreuznach;m;4470
2021;Rödiger;Thomas;1968;Brandenburg an der Havel;m;4471
2021;Röhder;Hans Sieghard;1962;Wuppertal;m;4472
2021;Röhm;Bastian Thomas;1985;Ulm-Söflingen;m;4473
2021;Röhner;Nora;1981;Berlin;w;4474
2021;Röhrich;Andreas Uwe;1968;Cottbus;m;4475
2021;Rölle;Silvia Anneliese;1954;Oberhausen;w;4476
2021;Römmele;Peter;1977;Karlsruhe;m;4477
2021;Rönnau;Jan-Henrik;1991;Bremen;m;4478
2021;Rönnau;Stefanie;1970;Kiel;w;4479
2021;Röpcke;Justin;1986;Berlin;m;4480
2021;Röpcke;Uta;1965;Bordesholm;w;4481
2021;Röpke-Modenbach;Britta;1967;Heide;w;4482
2021;Rösch;Philipp;1978;Elmshorn;m;4483
2021;Rösch;Roger Rudolf Alexander;1990;München;m;4484
2021;Rösel;Kathrin;1970;Stendal;w;4485
2021;Röth;Sibylle;1982;Mainz;w;4486
2021;Röttgen;Norbert Alois;1965;Meckenheim;m;4487
2021;Röwekamp;Thomas;1966;Bremerhaven;m;4488
2021;Röwer;David;1985;Zehdenick;m;4489
2021;Rößler;Bianka Karola Charlotte;1977;Wiesbaden;w;4490
2021;Rößler;Rainer;1966;Birkesdorf (jetzt Düren);m;4491
2021;Rößler;Rainer-Michael;1985;Regensburg;m;4492
2021;Rößner;Tabea;1966;Sassenberg;w;4493
2021;Rübner;Martin;1985;Leipzig;m;4494
2021;Rück;Matteo Otto Michael;1998;Karlsruhe;m;4495
2021;Rückel;Philipp Holger;1992;Würzburg;m;4496
2021;Rücker;Johannes Matthias;1947;Löwenstein;m;4497
2021;Rückert;Uwe;1975;Altenburg;m;4498
2021;Rüddel;Erwin Josef;1955;Bonn;m;4499
2021;Rüdel;Daniel Stephan;1992;Bremen;m;4500
2021;Rüdiger;Ronald;1981;Gera;m;4501
2021;Rüffer;Corinna Martina;1975;Osnabrück;w;4502
2021;Rüger;Korbinian Nicholas;1988;München;m;4503
2021;Rügner;Peter;1966;Heilbronn;m;4504
2021;Rühl;Bertram;1971;Jugenheim;m;4505
2021;Rühl;Dieter Kurt;1959;Alsfeld;m;4506
2021;Rühlmann;Wolfgang;1950;Berlin;m;4507
2021;Rühmann;Jan-Peter;1967;Hamburg;m;4508
2021;Rüttiger;Nelly Dorothea;1989;Baden-Baden;w;4509
2021;Rützel;Bernd Ferdinand;1968;Gemünden;m;4510
2021;Saalfeld;Alexander;1986;Prien a.Chiemsee;m;4511
2021;Saathoff;Johann;1967;Emden;m;4512
2021;Sacher;Michael;1964;Dortmund;m;4513
2021;Sachse;Jörn;2002;Naumburg;m;4514
2021;Sachtler;Hendrik;1982;Köthen;m;4515
2021;Sadowsky;Stella;1985;Hamburg;w;4516
2021;Sahin;Abdullah;1995;Herrenberg;m;4517
2021;Sahin;Hüseyin;1987;Ankara;m;4518
2021;Sahl;Alina;1992;Berlin;w;4519
2021;Sahli;Yamna Farah;1995;Hamm;w;4520
2021;Saidi;Adnan;1991;Münster;m;4521
2021;Saidi;Norman;1991;Münster;m;4522
2021;Saleh;Kassem Taher;1993;Zakho, Irak;m;4523
2021;Salewsky;Peter Andreas;1965;Gotha;m;4524
2021;Salffner;Gustav;1946;München;m;4525
2021;Salih;Marc;1974;Cuxhaven;m;4526
2021;Salle;Alina;1991;Braunschweig;w;4527
2021;Salomon;Lena;1979;Eckernförde;w;4528
2021;Salto;Nanke Therese;1994;Kiel;w;4529
2021;Salzmann;Manfred;1957;Berlin;m;4530
2021;Sameti;Javad;1959;Teheran, Iran;m;4531
2021;Sampel;Jürgen;1968;Mannheim;m;4532
2021;Sanchez Friedrich;Nathalie Sandra;1968;Köln;w;4533
2021;Sand;Marion;1957;Hettstedt;w;4534
2021;Sander;Ina;1984;Verden (Aller);w;4535
2021;Sander;Martin Georg;1998;Stuttgart;m;4536
2021;Sandkühler;Julia Fabienne;1995;Essen;w;4537
2021;Sandmann;Sarah;1984;Coburg;w;4538
2021;Sandner;Bernd;1972;Heilbronn;m;4539
2021;Santos Firnhaber;Catarina;1994;Lissabon, Portugal;w;4540
2021;Saracino;Daniele;1985;Bad Wildungen;m;4541
2021;Sarakatsanos;Athanasios;1992;Hagen;m;4542
2021;Sarbok;Werner Hans;1954;Gelsenkirchen;m;4543
2021;Sarica;Nuran;1955;Adana, Türkei;w;4544
2021;Sarikaya;Serpil;1968;Frankfurt am Main;w;4545
2021;Sarrazin;Manuel Ferdinand Theodor;1982;Dortmund;m;4546
2021;Sartorius;Klaus Friedrich Karl David;1989;Neuwied;m;4547
2021;Sattelberger;Thomas Michael;1949;Munderkingen;m;4548
2021;Sattelmaier;Dirk;1970;Köln;m;4549
2021;Sauer;Florian Antonius;1983;Celle;m;4550
2021;Sauer;Jürgen Josef;1958;Mainz;m;4551
2021;Sauer;Michael Willy;1964;Aschaffenburg;m;4552
2021;Sauer;Sigrid;1958;Herne;w;4553
2021;Sauer;Stefan;1966;Rüsselsheim;m;4554
2021;Saul;Nadine;1976;Hannover;w;4555
2021;Saul;Nils-Hermann;1980;Rendsburg;m;4556
2021;Sauter;Alexandra;1989;Balingen;w;4557
2021;Sauter;Christian;1980;Rinteln;m;4558
2021;Sawilla;Kira;2000;Werne;w;4559
2021;Saxel;Michaline Elisabeth;1990;Wolfenbüttel;w;4560
2021;Saygili;Ayfer;1974;Duisburg;w;4561
2021;Sayn;Alexandra;1991;Dernbach;w;4562
2021;Sazei;Weiss;1979;Kabul, Afghanistan;m;4563
2021;Saß;Helmut;1958;Bützow;m;4564
2021;Schaaf;Harald;1954;Heimertshausen;m;4565
2021;Schaaf;Philipp Balthasar;1981;Stuttgart;m;4566
2021;Schaaf;Rainer;1962;Biberach an der Riß;m;4567
2021;Schaber;Juliane;1977;Rostock;w;4568
2021;Schaberl;Pankraz;1986;Kolbermoor;m;4569
2021;Schacht;Alexander Sebastian;1982;Bad Oldesloe;m;4570
2021;Schade;Ursula;1947;Berlin;w;4571
2021;Schaible;Wolfgang Herbert;1961;Stuttgart;m;4572
2021;Schall;Daniela;1970;Pirna;w;4573
2021;Schallert;Martina Rita;1964;Berlin-West;w;4574
2021;Schambeck;Andreas Thomas;1981;Regensburg;m;4575
2021;Schamber;Rebecca;1975;Neustadt am Rübenberge;w;4576
2021;Schamberger;Kerem Sascha Özgür;1986;München;m;4577
2021;Schanbacher;Anna Lucia;1989;Göppingen;w;4578
2021;Schanz;Carsten;1967;Berlin;m;4579
2021;Schaper;Elisabeth;1968;Otterndorf;w;4580
2021;Schaper;Franz Michael;1971;Dresden;m;4581
2021;Schapner;Rüdiger;1971;Biedenkopf;m;4582
2021;Scharfenberg;Stephanie;1974;Celle;w;4583
2021;Scharpenberg;Jennifer Katharina;1991;Hannover;w;4584
2021;Scharpf;Siegfried Josef;1955;Bad Wurzach;m;4585
2021;Schattmann;Daniela Karin;1982;Hildesheim;w;4586
2021;Schattner;Bernd Hans;1968;Annweiler am Trifels;m;4587
2021;Schatz;Walter Gerhard Holger;1963;Dornreichenbach;m;4588
2021;Schauerte;Martin;1962;Bottrop;m;4589
2021;Schaufelberger;Sonja;1995;Mutlangen;w;4590
2021;Schauws;Ursula;1966;Hüls (jetzt Krefeld);w;4591
2021;Scheeff;Christian Peter;1975;Offenbach am Main;m;4592
2021;Scheer;Nina;1971;Berlin;w;4593
2021;Scheeres;Claus;1988;Ingolstadt;m;4594
2021;Scheffler;Michael;1960;Bramsche;m;4595
2021;Scheib;Heiko;1966;Katzenelnbogen;m;4596
2021;Scheiber;Barbara Marie;1988;Paderborn;w;4597
2021;Scheil;Stefan;1963;Mannheim;m;4598
2021;Scheingraber;Stefan Maximilian Franz;1968;München;m;4599
2021;Scheirich;Raimond Christian;1990;Temeschburg;m;4600
2021;Schel;Wladislaw;1995;Kemerowo, Russland;m;4601
2021;Schelle;Michael;1990;Belzig;m;4602
2021;Schellenberg;Stefan;1965;Bad Liebenstein;m;4603
2021;Scheller;Julia Sarah;1982;Herrenberg;w;4604
2021;Schellhorn;Thomas;1961;Braunschweig;m;4605
2021;Schelsky;Fabian;1998;Offenbach am Main;m;4606
2021;Schelte;Simon;1995;Nürnberg;m;4607
2021;Schenck;Heino Arred;1963;Hamburg;m;4608
2021;Schenderlein;Christiane;1981;Weißenfels;w;4609
2021;Schenk;Aliyah;2003;Trier;w;4610
2021;Schenk;Bastian;2000;Sögel;m;4611
2021;Schenk;Gerhard Friedrich Philipp;1954;Friedlos;m;4612
2021;Schenk;Patrick Rüdiger;1968;Mutlangen;m;4613
2021;Schenk;Rüdiger Reinhard;1964;Berlin;m;4614
2021;Schenk Graf von Stauffenberg;Maximilian Karl;1970;München;m;4615
2021;Schenke;Petra Barbara;1964;Freiburg im Breisgau;w;4616
2021;Scherka;Axel;1967;Berlin;m;4617
2021;Schermer;Dirk;1967;Neu-Kaliß;m;4618
2021;Scherrer;Julian;1992;Landau in der Pfalz;m;4619
2021;Schertlen;Ralph;1969;Stuttgart;m;4620
2021;Scherzer;Dagmar;1960;Greifswald;w;4621
2021;Scherzer;Sandra Leona;1966;Schwarzenbruck;w;4622
2021;Scheuch-Paschkewitz;Heidemarie Elfriede;1959;Gemünden (Wohra);w;4623
2021;Scheuenstuhl;Harry Herbert;1961;Wilhermsdorf;m;4624
2021;Scheuer;Andreas Franz;1974;Passau;m;4625
2021;Scheuerle;Eric Ralph Hugo;1999;Stuttgart;m;4626
2021;Scheumer;Lars;1975;Verden (Aller);m;4627
2021;Scheunchen;Chris;1990;Osterburg;m;4628
2021;Scheunemann;Günter Werner;1954;Rotenburg (Wümme);m;4629
2021;Schick;Brigitte;1945;Erfurt;w;4630
2021;Schickor;Carsten;1976;Osnabrück;m;4631
2021;Schieder;Marianne;1962;Schwarzberg;w;4632
2021;Schiefner;Udo;1959;Kempen;m;4633
2021;Schiel-Zollner;Birgit Gerda;1952;Bamberg;w;4634
2021;Schiele;Cedric Nils;1997;Schwäbisch Hall;m;4635
2021;Schiele;Holger;1969;Birkesdorf;m;4636
2021;Schielke-Ziesing;Ulrike;1969;Neubrandenburg;w;4637
2021;Schierenbeck;Peggy;1970;Neuwied;w;4638
2021;Schieritz;Laura;1998;Forst (Lausitz);w;4639
2021;Schießl;Werner;1968;Deggendorf;m;4640
2021;Schiffer;Claudia;1973;Erfurt;w;4641
2021;Schiffer;Sabine;1966;Geilenkirchen;w;4642
2021;Schikora;Daniel;1977;München;m;4643
2021;Schild;Wilhelm;1960;Troisdorf;m;4644
2021;Schildhauer;Carmen;1966;Hoyerswerda;w;4645
2021;Schilke;Barbara Maria;1953;Düsseldorf;w;4646
2021;Schilke;Giselher Herbert Adolf;1954;Onstmettingen;m;4647
2021;Schilke;Michael;1965;Saarlouis;m;4648
2021;Schiller;Arnold;1965;München;m;4649
2021;Schiller;Bettina;1954;Wiesbaden;w;4650
2021;Schiller;Jürgen Michael;1966;Ebingen;m;4651
2021;Schiller;Manfred Leonhard;1961;Schirmitz;m;4652
2021;Schiller-Ninô;Milena Ricarda;1991;Freiburg im Breisgau;w;4653
2021;Schilling;Jana;1966;Schlema;w;4654
2021;Schilling;Jennifer Sophie;1999;Erlabrunn;w;4655
2021;Schilling;Jessica;1997;Nürnberg;w;4656
2021;Schilling;Yasmin;1977;Hanau;w;4657
2021;Schimke;Jana;1979;Cottbus;w;4658
2021;Schimmel;Wolfgang;1962;Delmenhorst;m;4659
2021;Schimpfhauser;Marco Michael;1979;Straubing;m;4660
2021;Schindlbeck;Manuel Georg;1986;Viechtach;m;4661
2021;Schindler;Christian Benedikt;1993;Cham;m;4662
2021;Schindler;Lara;1993;Rastatt;w;4663
2021;Schinnenburg;Wieland Albert Wilhelm;1958;Norden;m;4664
2021;Schinner;Andreas Maximilian;1998;Dießen am Ammersee;m;4665
2021;Schinner;Thomas;1970;Sulzbach-Rosenberg;m;4666
2021;Schinowsky;Heide;1975;Ludwigsfelde;w;4667
2021;Schipanski;Tankred;1976;Leipzig;m;4668
2021;Schippers;Rainer Kurt;1978;Nordhorn;m;4669
2021;Schippl;Peter;1961;Edewecht;m;4670
2021;Schirmer;Dirk;1986;Dresden;m;4671
2021;Schisanowski;Timo;1981;Hagen;m;4672
2021;Schlachter;Bernd Hans;1955;Saarbrücken;m;4673
2021;Schladebeck;Nadine;1978;Gifhorn;w;4674
2021;Schlage;Wolfgang Max Walter;1954;Hamburg;m;4675
2021;Schlauß;Mario;1987;Bernau bei Berlin;m;4676
2021;Schlegel;Matthias Rudolf;1965;Münchberg;m;4677
2021;Schleicher;Stefan;1986;Warburg;m;4678
2021;Schleife;Hans-Günter Rolf;1949;Glauchau;m;4679
2021;Schlenger;Holger;1968;Viersen;m;4680
2021;Schlenger;Ute;1968;Viersen;w;4681
2021;Schlenker;Thomas Josef;1963;Frankfurt-Höchst;m;4682
2021;Schlick;Thomas;1975;Wolfsburg;m;4683
2021;Schlicksbier-Hepp;Michael Maria;1960;Hamburg;m;4684
2021;Schliesing;David;1983;Osterburg;m;4685
2021;Schlifter-de la Fontaine;Jan Maik;1975;Bielefeld;m;4686
2021;Schlindwein;Steffen;1971;Haßloch;m;4687
2021;Schlinkert;Julia Angelika;1979;Bielefeld;w;4688
2021;Schlippenbach;Christoph;1964;Pappenheim;m;4689
2021;Schlitz;Stephan Otto;1958;Fürfeld;m;4690
2021;Schloo;Tobias;1992;Henstedt-Ulzburg;m;4691
2021;Schloots;Gerhard;1956;Rosenheim;m;4692
2021;Schlossarek;Jonas;1995;Hannover;m;4693
2021;Schlossbauer;Carsten;1981;Wiesbaden;m;4694
2021;Schlot;Udo;1955;Rheine;m;4695
2021;Schloßstein;Dominik Julian;1991;Schwäbisch Hall;m;4696
2021;Schlund;Robby;1967;Gera;m;4697
2021;Schlusen;Sebastian;1986;Steinfurt;m;4698
2021;Schlösser;Anna-Vanessa;1988;Troisdorf;w;4699
2021;Schlösser;Sascha;1974;Erfurt;m;4700
2021;Schlürscheid;Songül;1974;Bergisch Gladbach;w;4701
2021;Schlüter;Andrew Niko;1967;Berlin;m;4702
2021;Schlüter;Jörg;1962;Wiedenbrück;m;4703
2021;Schlüter;Marie-Christin;1997;Linz am Rhein;w;4704
2021;Schlüter;Mergim René;1995;Neustadt in Holstein;m;4705
2021;Schlüter;Peter Johannes;1955;Hamburg;m;4706
2021;Schlüter;Sanja;1977;Berlin;w;4707
2021;Schmager;Ronja Maria Magdalena;1989;Hamburg;w;4708
2021;Schmauß;Kevin;1992;Erbach;m;4709
2021;Schmeller;Sylvio;1976;Crimmitschau;m;4710
2021;Schmid;Annedore;1946;Eriskirch;w;4711
2021;Schmid;Charlotte Elizabeth;1977;Portsmouth, Vereinigtes Königreich;w;4712
2021;Schmid;Christoph Florian;1976;München;m;4713
2021;Schmid;Kathrin Eva;1982;München;w;4714
2021;Schmid;Nils Hermann;1973;Trier;m;4715
2021;Schmid;Richard Josef;1953;Kissing;m;4716
2021;Schmid;Samuel Jörg;1991;Saulgau;m;4717
2021;Schmid;Sarah;1989;Ellwangen (Jagst);w;4718
2021;Schmid;Stefanie Catharina;1995;Tübingen;w;4719
2021;Schmid;Steffen;1963;Karlsruhe;m;4720
2021;Schmid;Thomas Josef;1979;Mallersdorf-Pfaffenberg;m;4721
2021;Schmid-Moeck;Marion Hanna Magdalene;1969;Stuttgart;w;4722
2021;Schmidbauer;Ulrike Helga;1959;München;w;4723
2021;Schmidt;Aaron;1974;Mainz;m;4724
2021;Schmidt;Alice Katherine;1990;Rendsburg;w;4725
