Year;Nachname;Vornamen;Geburtsjahr;Geburtsort;Geschlecht;PersonID
2021;Graham;Andrea Brenda;1977;Hof;w;1576
2021;Gramalla;Christoph Stanislaus;1973;Krappitz;m;1577
2021;Grambow;Thomas;1963;Hamburg;m;1578
2021;Grambow;Volker;1961;Bützow;m;1579
2021;Gramling;Fabian Benedikt Meinrad;1987;Stuttgart;m;1580
2021;Grammbitter;Heike Ursula;1955;Langen;w;1581
2021;Granderath;Lisa Fortuna;1989;Neuss;w;1582
2021;Granrath;Gabriele Johanna;1966;Wuppertal;w;1583
2021;Grau;Armin Jürgen;1959;Stuttgart;m;1584
2021;Graupe;Saskia;1976;Ravensburg;w;1585
2021;Graviat;Luisa;2001;Hachenburg;w;1586
2021;Graßhoff;Johan;1988;Hamburg;m;1587
2021;Graßy;Nicolas-Pano;1989;Freising;m;1588
2021;Grefrath;Werner Alexander;1969;Schwerte;m;1589
2021;Gregg;Nicolas;1983;Weingarten;m;1590
2021;Gregorio Alexandre;Paulo Jorge;1966;Aljubarrota;m;1591
2021;Greif;Doreen;1978;Berlin;w;1592
2021;Greiner;Milton René Karl-Heinz;1964;Stuttgart;m;1593
2021;Gremmels;Timon;1976;Marburg/Lahn;m;1594
2021;Grenda;Frank;1967;Düsseldorf;m;1595
2021;Grenz;Michael;1973;Wedel;m;1596
2021;Greve;Edwin Florina;1993;Pforzheim;m;1597
2021;Greve;Marlies Anna;1980;Recklinghausen;w;1598
2021;Grevel;Alexander Carl Dietmar;1988;Frankfurt am Main;m;1599
2021;Grewenig;Rosa Maria;1938;Köllerbach;w;1600
2021;Grider;Benny Eugene;1978;Würzburg;m;1601
2021;Griesbach;Marvin;2000;Bad Kreuznach;m;1602
2021;Griesbacher;Sophie;1996;Erding;w;1603
2021;Griesbaum;Joachim Robert Maria;1955;Waldhausen;m;1604
2021;Griesbeck;Cornelia Maria;1965;Nürnberg;w;1605
2021;Griese;Kerstin;1966;Münster/Westfalen;w;1606
2021;Griewel;Fabian;1997;Lippstadt;m;1607
2021;Grimm;Corbinian;1995;Friedrichshafen;m;1608
2021;Grimm;Daniel Alexander;1978;Lüdenscheid;m;1609
2021;Grimm;Raphael;1969;Ersingen;m;1610
2021;Grimm;Simon;1995;Freiburg im Breisgau;m;1611
2021;Grimm;Stefan Albrecht;1977;Wertheim;m;1612
2021;Grimm;Ulrike Eleonore;1962;Hof;w;1613
2021;Grobert;Rhavin;1975;Berlin;m;1614
2021;Grochla;Pascal;1999;Coburg;m;1615
2021;Groden-Kranich;Ursula Maria Luise;1965;Mainz;w;1616
2021;Groll;Erna-Kathrein;1959;Kempten;w;1617
2021;Grosch;Kathrin;1986;Kronach;w;1618
2021;Groschupp;Anette Waltraud;1971;Fulda;w;1619
2021;Grosse-Brömer;Michael;1960;Oberhausen;m;1620
2021;Grote;Julia Christiane;1989;Dachau;w;1621
2021;Grotepaß;Christa;1957;Sevelen;w;1622
2021;Grothe;Rick;1987;Berlin;m;1623
2021;Grottker;Constanze;1962;Hoyerswerda;w;1624
2021;Grouwet;Carl Jean Marie;1965;Mechelen;m;1625
2021;Groß;Helmut Oskar;1967;Ingolstadt;m;1626
2021;Groß;Markus;1978;Saarbrücken;m;1627
2021;Groß;Philipp-Noah;2000;Saarlouis;m;1628
2021;Groß;Rainer;1960;Beuel (jetzt Bonn-Beuel);m;1629
2021;Groß;Tobias Anton;1981;Weiden i.d.OPf.;m;1630
2021;Große;Björn;1980;Essen;m;1631
2021;Große;Elvira Corinna;1979;Großröhrsdorf;w;1632
2021;Große-Neugebauer;Juliane Gertrud;1966;Siegen;w;1633
2021;Großer;Pia Sophie;2002;Aalen;w;1634
2021;Großkopf;Tristan;1999;Berlin;m;1635
2021;Gruber;Jana Marie;1990;Berlin;w;1636
2021;Gruber;Roland Heinrich;1966;Regensburg;m;1637
2021;Grumbach;Hans-Joachim;1967;Detmold;m;1638
2021;Grummich;Horst;1957;Leipzig;m;1639
2021;Grund;Manfred;1955;Zeitz;m;1640
2021;Grundl;Erhard;1963;Mallersdorf;m;1641
2021;Grundmann;Oliver Klaus;1971;Stade;m;1642
2021;Grupp;Heiko Holger Karl Robert;1949;Helmstedt;m;1643
2021;Gruß;Barbara Maria Katharina;1943;Himmelpfort;w;1644
2021;Gräbner;Hannes Hartmut;1967;München;m;1645
2021;Grämmer;Thomas Robert;1981;Schwabach;m;1646
2021;Gränert;Christopher Marco;1986;Stralsund;m;1647
2021;Grässer;Sebastian Andrè;1991;Malsch;m;1648
2021;Grätz;Thorsten;1989;Bad Soden am Taunus;m;1649
2021;Gräßle;Ingeborg Gabriele;1961;Großkuchen;w;1650
2021;Gröhe;Gottfried Hermann;1961;Uedem;m;1651
2021;Gröhler;Klaus-Dieter;1966;Berlin;m;1652
2021;Gröll;Christian Sven;1989;Essen;m;1653
2021;Gröninger;Theresa;1993;Münster;w;1654
2021;Grötsch;Ulrich Peter;1975;Weiden i.d.OPf.;m;1655
2021;Grübel;Markus;1959;Esslingen am Neckar;m;1656
2021;Grünbacher;Patrick;1985;Achern;m;1657
2021;Gründer;Nils Jan;1997;Nürnberg;m;1658
2021;Gründler;Michael;1958;Dortmund;m;1659
2021;Grüner;Hans Rudolf;1955;Leipzig;m;1660
2021;Grünke;Julian Simon;1995;Stuttgart;m;1661
2021;Grüntker;Kathrin Sibylle;1984;Kronberg im Taunus;w;1662
2021;Grütte;Antje;1962;Potsdam;w;1663
2021;Grütters;Monika;1962;Münster/Westfalen;w;1664
2021;Grützmacher;Lena;1984;Niebüll;w;1665
2021;Grützmacher;Sabine;1986;Waldbröl;w;1666
2021;Grüß;Michael;1976;Oldenburg;m;1667
2021;Gscheidle;Robin;1998;Baden-Baden;m;1668
2021;Gschwind-Wiese;Gabriele Maria Margareta;1962;Baden-Baden;w;1669
2021;Gudat;Helmut;1957;Düsseldorf;m;1670
2021;Guderjahn;Marcel;1981;Magdeburg;m;1671
2021;Guhl;Carina;1987;Hagen;w;1672
2021;Guldner;Udo Roman;1960;Aachen;m;1673
2021;Gumnior;Lena Maria;1992;Rheine;w;1674
2021;Gums;Rüdiger;1959;Göttingen;m;1675
2021;Gundelach;Herlind Magdalena;1949;Aalen;w;1676
2021;Guse;Jan-Hinrich Walter;1964;Itzehoe;m;1677
2021;Gust;Erdmann;1965;Datteln;m;1678
2021;Gutjahr;Karsten;1980;Torgau;m;1679
2021;Gutknecht;Marc;1974;Velbert;m;1680
2021;Gutperle;Karoline;1983;Magdeburg;w;1681
2021;Gutting;Olav Steffen;1970;Karlsruhe;m;1682
2021;Gutwerk;Catharina Johanna;1986;Offenbach;w;1683
2021;Gutzeit;David Frederic;2001;Eutin;m;1684
2021;Gwosdz;Michael;1974;Freiburg im Breisgau;m;1685
2021;Gysi;Gregor;1948;Berlin;m;1686
2021;Gäbel;Philipp;1987;Leipzig;m;1687
2021;Gäde;Marten;1986;Eberswalde;m;1688
2021;Gädechens;Ingo Adolf August;1960;Lübeck;m;1689
2021;Gärtner;Anke;1979;Magdeburg;w;1690
2021;Gärtner;Hans Christoph;1949;Braunschweig;m;1691
2021;Gärtner;Jörg;1976;Magdeburg;m;1692
2021;Gärtner;Lisa Ursula;1986;Solingen;w;1693
2021;Gärtner-Engel;Monika Ruth;1952;Boll;w;1694
2021;Géczi;Judit;1977;Köln;w;1695
2021;Göbel;Joachim;1963;Hamm;m;1696
2021;Göbel;Maximilian;1991;Speyer;m;1697
2021;Göbel;Thomas Marc;1965;Darmstadt;m;1698
2021;Gödel;Michael;1996;Bad Kreuznach;m;1699
2021;Göller;Wolfgang;1950;Stuttgart;m;1700
2021;Gönner;Thomas;1999;Schramberg;m;1701
2021;Gönül;Cenk;1970;Karakoçan, Türkei;m;1702
2021;Göpfert;Christine;1965;Würzburg;w;1703
2021;Görgü-Philipp;Sahhanim;1970;Karakoçan, Türkei;w;1704
2021;Göring-Eckardt;Katrin;1966;Friedrichroda;w;1705
2021;Görke;Christian;1962;Rathenow;m;1706
2021;Görlinger;Evelyne;1993;St. Ingbert;w;1707
2021;Görres;Carolyn-Monika;1982;Rheinberg;w;1708
2021;Görres;Eva-Maria;1966;Vreden;w;1709
2021;Görtler;Sebastian Johannes;1984;Kronach;m;1710
2021;Görtz;Christian;1968;Kiel;m;1711
2021;Görtz;Melanie;1979;Lübeck;w;1712
2021;Görzel;Volker;1970;Siegen;m;1713
2021;Görög;Roland;1960;Landau a.d.Isar;m;1714
2021;Gössling;Karl-Ludwig;1957;Dortmund;m;1715
2021;Götting;Florian;1989;Münster;m;1716
2021;Götz;Milena;1998;Öhringen;w;1717
2021;Götz-Pijl;Michael;1980;Görlitz;m;1718
2021;Götz-Volkmann;Gertraud Maria Magdalena;1959;Landshut;w;1719
2021;Gülden;Suat Niyazi;1997;Schwerte;m;1720
2021;Güldener;Michael;1970;Neuruppin;m;1721
2021;Güldenfuß;Sandra;1971;Dessau;w;1722
2021;Güler;Serap;1980;Marl;w;1723
2021;Gün;Aydogan;1979;Hamburg;m;1724
2021;Gündüz;Lisa-Catharina;1990;Trier;w;1725
2021;Günther;Corinna;1965;Hannover;w;1726
2021;Günther;Daniel;1984;Berlin;m;1727
2021;Günther;Georg;1988;Greifswald;m;1728
2021;Günther;Heinz-Peter;1961;Magdeburg;m;1729
2021;Günther;Helmut Otto Karl Dieter;1952;Nordhausen;m;1730
2021;Günther;Lars;1976;Wriezen;m;1731
2021;Günther;Paul-Nikos;2003;Diepholz;m;1732
2021;Günther;Stefan;1981;Greifswald;m;1733
2021;Günther;Thomas Karl;1971;Braunschweig;m;1734
2021;Güntzler;Fritz;1966;Cuxhaven;m;1735
2021;Gürpinar;Ates Nils;1984;Darmstadt;m;1736
2021;Gürtler;Thomas Andre;1989;Lauchhammer;m;1737
2021;Güyildar;Ezgi Bilge;1987;Tunceli, Türkei;w;1738
2021;Haak;Holger Michael;1971;Berlin;m;1739
2021;Haas;Johnny;1994;Brilon;m;1740
2021;Haas;Klaus;1954;Schriesheim;m;1741
2021;Haas;Marie Anne Sophie;1975;Bonn;w;1742
2021;Haas;Vanessa;1999;Homburg;w;1743
2021;Haase;Christian;1966;Höxter;m;1744
2021;Haase;Christiane;1973;Hamburg;w;1745
2021;Haase;Sebastian;1974;Fredeburg;m;1746
2021;Habeck;Robert;1969;Lübeck;m;1747
2021;Habel;Elisabeth;1997;Lutherstadt Wittenberg;w;1748
2021;Haberkorn;Enrico;1975;Eisenach;m;1749
2021;Habermann;Stefan;1964;Bergen;m;1750
2021;Haböck;Vera Maria;1974;Saarlouis;w;1751
2021;Hachmann;Christian;1984;Warburg;m;1752
2021;Hackel;Bernd Michael;1974;Ludwigshafen am Rhein;m;1753
2021;Hackemann;Philip Franz Hermann;1995;München;m;1754
2021;Hacker;Claus-Henning Christian;1979;Hannover;m;1755
2021;Hacker;Thomas;1967;Bayreuth;m;1756
2021;Haenschke;Gustav;1948;Magdeburg;m;1757
2021;Haermeyer;Patrick;1991;Köln;m;1758
2021;Haffner;Johanna Esther Leonie;1992;Stuttgart;w;1759
2021;Hafner;Dorothea;1968;Prüm;w;1760
2021;Hagedorn;Bettina;1955;Kiel;w;1761
2021;Hagenbruch;Detlef Walter;1945;Bielefeld;m;1762
2021;Hagl-Kehl;Rita Andrea;1970;Porz am Rhein;w;1763
2021;Hahn;André;1963;Berlin;m;1764
2021;Hahn;Florian Peter;1974;München;m;1765
2021;Hahn;Jörg Wilhelm Heinrich;1967;Büttgen (jetzt Kaarst);m;1766
2021;Hahn;Leander;1996;Idar-Oberstein;m;1767
2021;Hahn;Leon Maria Michael;1991;Salem;m;1768
2021;Hahn;Pearl;1986;Nairobi, Kenia;w;1769
2021;Haiber;Sven Peter;1998;Karlsruhe;m;1770
2021;Haidari;Hafizollah;1977;Kandahar, Afghanistan;m;1771
2021;Haimerl-Kunze;Kerstin Maria;1970;Wolnzach;w;1772
2021;Hajek;Anna Victoria;1990;Aschaffenburg;w;1773
2021;Hajek;Rainer;1945;Wilhelmshaven;m;1774
2021;Haker;Lukas;1999;Wiesbaden;m;1775
2021;Hakverdi;Metin;1969;Hamburg;m;1776
2021;Halfmann;Ursula Michaela;1971;Esslingen am Neckar;w;1777
2021;Haller;Andreas;1970;Sindelfingen;m;1778
2021;Halt;Frank-Rüdiger;1948;Wittenberg;m;1779
2021;Hamacher;Kai;1974;Wermelskirchen;m;1780
2021;Hamann;Kerstin;1962;Vacha/Rhön;w;1781
2021;Hamberger;Wolfgang;1994;Ingolstadt;m;1782
2021;Hamel;Bettina Merve;1970;Schwalmstadt;w;1783
2021;Hamm;David-Sebastian;1977;Esslingen am Neckar;m;1784
2021;Hamm;Sarah Cathérine Hannah;1994;Püttlingen;w;1785
2021;Hampel;Armin-Paulus;1957;Bielefeld;m;1786
2021;Hampf;Anna Katharina;1951;Darmstadt;w;1787
2021;Handfest;Fabian;2001;Dachau;m;1788
2021;Hane-Knoll;Beate;1961;Dortmund;w;1789
2021;Hanke;Reginald Karl Heinz;1956;Schwerin;m;1790
2021;Hanker;Mirco Karsten;1966;Braunschweig;m;1791
2021;Hanneforth;Ann-Katrin;1990;Gütersloh;w;1792
2021;Hannemann;Michael;1981;Flensburg;m;1793
2021;Hannig;Frank;1970;Halle (Saale);m;1794
2021;Hannig;Jenny;1992;Merseburg;w;1795
2021;Hannott;Niklas;1995;Aachen;m;1796
2021;Hansel;Frank-Christian;1964;Wiesbaden;m;1797
2021;Hansen;Arnold;1956;Ahrenshöft;m;1798
2021;Hansen;Carina;1960;Nauen;w;1799
2021;Hansen;Jane Daniela;1975;Mainz;w;1800
2021;Hansen;Johannes Sebastian;1995;Würzburg;m;1801
2021;Hansen;Jörg;1964;Flensburg;m;1802
2021;Hansen;Maj-Britt;1995;Elmshorn;w;1803
2021;Hansen;Mats Marti;1988;Henstedt-Ulzburg;m;1804
2021;Hansen;Nils Magnus;1977;Berlin;m;1805
2021;Hansen;Yorik Timo;2002;Kiel;m;1806
2021;Hanser;Thomas;1990;Stuttgart;m;1807
2021;Hanses;Michael;1966;Fredeburg;m;1808
2021;Hanske;Kerstin;1970;Görlitz;w;1809
2021;Hantke;Stefanie;1981;Erfurt;w;1810
2021;Hanáček;Dominik;1978;München;m;1811
2021;Harant;Susanne;1961;Stuttgart-Bad Cannstatt;w;1812
2021;Harbecke;Dirk;1965;Köln;m;1813
2021;Harbehband;Mehran Jamma;1989;Hamburg;m;1814
2021;Harder-Kühnel;Mariana Iris;1974;Gelnhausen;w;1815
2021;Hardt;Jürgen;1963;Hofheim am Taunus;m;1816
2021;Hardt;Roland Walther;1969;Lobberich;m;1817
2021;Harig;Julia;1985;Titisee-Neustadt;w;1818
2021;Harings;Kristina Verena;1989;Gifhorn;w;1819
2021;Hariri;Ali;1991;Berlin;m;1820
2021;Harjes;Michael;1974;Bremen;m;1821
2021;Harlaß;Andreas;1961;Karl-Marx-Stadt (jetzt Chemnitz);m;1822
2021;Harlessem;Joachim;1958;Vechta;m;1823
2021;Harms;Luca-Marie;2001;Leer;w;1824
2021;Harms;Olaf;1961;Hamburg;m;1825
2021;Harms;Uwe;1963;Klötze;m;1826
2021;Harras;Björn;1983;Magdeburg;m;1827
2021;Harrou;Salima;1999;Bremen;w;1828
2021;Harter;Karl-Friedrich;1965;Bad Bramstedt;m;1829
2021;Hartewig;Philipp;1994;Chemnitz;m;1830
2021;Hartfelder;Lars;1977;Finsterwalde;m;1831
2021;Harting;Burkhard;1962;Düsseldorf;m;1832
2021;Harting;Matthias;1970;Mannheim;m;1833
2021;Hartl;Maximilian;2000;Regensburg;m;1834
2021;Hartl;Tim Tula;1999;Darmstadt;m;1835
2021;Hartmann;Alexander;1961;Wiesbaden;m;1836
2021;Hartmann;Berthold Karl;1952;Eschwege;m;1837
2021;Hartmann;Bettina Ingeborg;1962;Boffzen;w;1838
2021;Hartmann;Frederik F.;1988;Düsseldorf;m;1839
2021;Hartmann;Harald Günter;1952;Magdeburg;m;1840
2021;Hartmann;Lutz;1965;Dresden;m;1841
2021;Hartmann;Markus;1978;München;m;1842
2021;Hartmann;Martin Josef;1983;Rosenheim;m;1843
2021;Hartmann;Niklas;1996;Herford;m;1844
2021;Hartmann;Niklas;2000;Wetzlar;m;1845
2021;Hartmann;Regina Luise;1956;Röhrda;w;1846
2021;Hartmann;Sebastian;1977;Oberhausen;m;1847
2021;Hartmann;Stefan;1968;Erfurt;m;1848
2021;Hartmann;Uwe Georg;1963;Kitzingen;m;1849
2021;Hartmann;Werner;1945;Würselen;m;1850
2021;Hartung;Ekaterina;1990;Kotschubek;w;1851
2021;Hartung;Roland;1961;Mainz;m;1852
2021;Hartung;Sabine;1962;Gelsenkirchen;w;1853
2021;Hartung;Stefan;1989;Schlema;m;1854
2021;Hartz;Jan Ole Bernd;1983;Hamburg;m;1855
2021;Harutunian-Mascia;Armine;1990;Mardakert;w;1856
2021;Harzer;Ulrike;1968;Karl-Marx-Stadt (jetzt Chemnitz);w;1857
2021;Hashagen;Georg Rüdiger;1949;Bremen;m;1858
2021;Hatz;Rainer;1965;Nürnberg;m;1859
2021;Hauck;Daniela Elisabeth Henriette;1971;Würzburg;w;1860
2021;Hauenschild;Johannes Martin;1997;Kiel;m;1861
2021;Hauer;Matthias;1977;Hattingen;m;1862
2021;Haug;Jochen;1973;Aulendorf;m;1863
2021;Haug;Sara;1996;Tübingen;w;1864
2021;Haugk;Holger Gerhard;1970;Böblingen;m;1865
2021;Haunhorst;Maria Anita;1956;Kloster Oesede (jetzt Georgsmarienhütte);w;1866
2021;Haupt;Michael;1968;Detmold;m;1867
2021;Haupt;Tilman;1997;Dresden;m;1868
2021;Hauschke;Jürgen;1961;Guben;m;1869
2021;Hauser;Bärbel;1961;Calw;w;1870
2021;Hauser;Karl;1958;Deggendorf;m;1871
2021;Hauser;Kira;1976;Bad Wildungen;w;1872
2021;Hauser-Felberbaum;Annette Elisabeth;1961;Heidelberg;w;1873
2021;Hausner;Manuel;1989;Leipzig;m;1874
2021;Hausner;Marco;1998;Albstadt;m;1875
2021;Haustein;Heinz Henry;1956;Oberwiesenthal;m;1876
2021;Haustein;Nino;1989;Annaberg-Buchholz;m;1877
2021;Haustein;Simon;1995;Dresden;m;1878
2021;Haußels;Ralf;1969;Hamburg;m;1879
2021;Haveneth;Birgit;1975;Aachen;w;1880
2021;Hayduk;Norbert;1958;Sevelen (jetzt Issum);m;1881
2021;Haßel;Oswin Ansgar;1994;Stuttgart;m;1882
2021;Haßelbusch;Wiebke;1995;Haselünne;w;1883
2021;Haßelmann;Britta Maria;1961;Straelen;w;1884
2021;Hebel;Rouven;1974;Baumholder;m;1885
2021;Heck;Eckhard;1962;Völklingen;m;1886
2021;Heck;Stefan;1982;Marburg;m;1887
2021;Heerschop;Sacha;1987;Sneek, Niederlande;w;1888
2021;Hees;Florian;1983;Siegen;m;1889
2021;Heeschen;Berit;1970;Bremen;w;1890
2021;Heesen;Rene;1992;Kempen;m;1891
2021;Heger;Klaus;1955;Frankfurt am Main;m;1892
2021;Heger;Nicole-Annette;1970;Bruchsal;w;1893
2021;Heidenblut;Dirk;1961;Essen;m;1894
2021;Heider;Silvio;1987;Karl-Marx-Stadt (jetzt Chemnitz);m;1895
2021;Heidinger;Andreas Bernd;1973;Wolfratshausen;m;1896
2021;Heidkamp;Axel;1958;Havighorst;m;1897
2021;Heidkamp;Erich Heinrich;1948;Leverkusen;m;1898
2021;Heidrich;Annette Mathilde;1967;Dinslaken;w;1899
2021;Heidt;Peter;1965;Frankfurt am Main;m;1900
2021;Heier;Nico;1979;Lutherstadt Eisleben;m;1901
2021;Heiermann;Sven;1977;Schwelm;m;1902
2021;Heift;Ina;1989;Lüdenscheid;w;1903
2021;Heigl;Michael;1974;München;m;1904
2021;Heikebrügge;Stefan;1971;Damme;m;1905
2021;Heil;Dagmar Maria;1957;Mönchengladbach;w;1906
2021;Heil;Markus;1986;Mainz;m;1907
2021;Heil;Mechthild;1961;Andernach;w;1908
2021;Heil;Wolfgang-Hubertus;1972;Hildesheim;m;1909
2021;Heiligenstadt;Frauke;1966;Northeim;w;1910
2021;Heilmann;Thomas;1964;Dortmund;m;1911
2021;Heilmann;Torsten Wolfgang;1966;Gera;m;1912
2021;Heilrath;Peter;1969;München;m;1913
2021;Heim;Sarah;1996;Les Lilas;w;1914
2021;Heimann;Anne;1993;Dresden;w;1915
2021;Heimbeck;Jörg;1969;Hamm;m;1916
2021;Heindl;Andreas;1953;Gerolfing;m;1917
2021;Heindl;Matthias Philipp;1982;Ellwangen (Jagst);m;1918
2021;Heine;Peter Andreas;1955;Glauchau;m;1919
2021;Heinecke;Volker;1975;Hamburg-Rissen;m;1920
2021;Heinemann;Ingrid;1942;Berlin;w;1921
2021;Heinke;Stefan;1978;Löbau;m;1922
2021;Heinke;Steffen;1962;Kayna;m;1923
2021;Heinkele;Julian Benjamin;1990;Sindelfingen;m;1924
2021;Heinlein;Manfred;1952;Bamberg;m;1925
2021;Heinrich;Frank;1964;Siegen;m;1926
2021;Heinrich;Gabriela;1963;Berlin;w;1927
2021;Heinrich;Niels Daniel;1972;Kiel;m;1928
2021;Heinritz-Bechtel;Christoph;1968;Gelsenkirchen;m;1929
2021;Heintze;Stephan;1977;Moers;m;1930
2021;Heinze;Robert Franz;1955;Recklinghausen;m;1931
2021;Heipertz;Martin Karl Georg;1976;Frankfurt am Main;m;1932
2021;Heise;Thorsten;1969;Göttingen;m;1933
2021;Heisig;Tobias;1995;Hamburg;m;1934
2021;Heiss;Franzisca Anita Helena Theresia;1991;Hamburg;w;1935
2021;Heister;Maria Elisabeth;1961;Brühl;w;1936
2021;Heitbaum;Stephan;1974;Werne;m;1937
2021;Heitmann;Kristof;1992;Eutin;m;1938
2021;Heitmann;Linda;1982;Hamburg;w;1939
2021;Heiß;Marie-Isabelle;1990;München;w;1940
2021;Helbig;Heike;1973;Markranstädt;w;1941
2021;Helck;Christian;1965;Osterholz-Scharmbeck;m;1942
2021;Helferich;Matthias;1988;Dortmund;m;1943
2021;Helfrich;Mark;1978;Itzehoe;m;1944
2021;Helios;Artur Markus;1965;Kuhnau, Schlesien;m;1945
2021;Hellbach;Dominique Pierre;1993;Frankfurt am Main;m;1946
2021;Helle;Robert;1998;Warstein;m;1947
2021;Heller;David;1991;Erfurt;m;1948
2021;Heller;Hannah;1990;Speyer;w;1949
2021;Heller;Jessica;1990;Zwenkau;w;1950
2021;Helling-Plahr;Katrin;1986;Hagen;w;1951
2021;Hellinghausen;Jan;1990;Kirchen (Sieg);m;1952
2021;Hellmann;Johanna;1950;Schoonhoven;w;1953
2021;Hellmich;Wolfgang;1958;Welver;m;1954
2021;Hellmig;Folke;1959;Hamm;m;1955
2021;Hellmund;Victoria Alizia Mariella;1999;Hamburg;w;1956
2021;Helmand;Gelwa;1995;Hanau;w;1957
2021;Helmbrecht;Heiko;1970;Coburg;m;1958
2021;Helmer;Peter Eberhard;1961;Allenstein;m;1959
2021;Helmer;Roland;1964;Duisburg;m;1960
2021;Helmerich;Frank;1977;Schweinfurt;m;1961
2021;Hemm;Eva Maria;1973;München;w;1962
2021;Hemmelgarn;Udo Theodor;1959;Harsewinkel;m;1963
2021;Hemmerich;Kai-Uwe;1969;Frankfurt-Höchst;m;1964
2021;Hempel;Otto;1981;Gera;m;1965
2021;Hemsteeg;Kai;1981;Essen;m;1966
2021;Hendriks;Heiko;1966;Duisburg;m;1967
2021;Hengl;Nikolaus Josef;1964;Breitenbrunn;m;1968
2021;Henig;Susanne;1988;Nürnberg;w;1969
2021;Henke;Rudolf Paul Maria;1954;Birkesdorf (jetzt Düren);m;1970
2021;Henkel;Denis;1975;Leisnig;m;1971
2021;Henkel;Stephanie;1992;Räckelwitz;w;1972
2021;Henking;Bennet;1997;Nienburg (Weser);m;1973
2021;Henneberger;Kathrin;1987;Köln;w;1974
2021;Hennig;Anke;1964;Osnabrück;w;1975
2021;Hennig;Martin Thomas;1970;Rosenheim;m;1976
2021;Hennig;Robert;1958;Kaunas;m;1977
2021;Hennig-Wellsow;Susanne Marianne;1977;Demmin;w;1978
2021;Henning;Andrea Gisela;1965;Norden;w;1979
2021;Henninger;Pascal Andreas;1993;Lauf a.d.Pegnitz;m;1980
2021;Hennrich;Michael;1965;Balingen;m;1981
2021;Henrichmann;Marc;1976;Münster;m;1982
2021;Henrici;Fabrice;1995;Hamburg;m;1983
2021;Henseler;Ursula Marianne;1959;Tegernsee;w;1984
2021;Hentschel;Ingo;1962;Hagen;m;1985
2021;Hentschel;Sebastian Shawn Werner;1993;Suhl;m;1986
2021;Henze;Guido;1987;Stendal;m;1987
2021;Henze;Hannes Joel;1998;Lüneburg;m;1988
2021;Hepp;Volker Walfried;1974;Marktheidenfeld;m;1989
2021;Heppe;Andrea;1967;Warstein;w;1990
2021;Herber;Maria Luise;1963;Wustweiler;w;1991
2021;Herbers;Hans Immanuel;1958;Iserlohn;m;1992
2021;Herbert;Ernst Albert;1952;Gerolzhofen;m;1993
2021;Herbert;Hardy;1976;Leipzig;m;1994
2021;Herbold;Lars;2001;Wuppertal;m;1995
2021;Herboldt;Hendrik;1988;Halle (Saale);m;1996
2021;Herbrand;Markus;1971;Schleiden;m;1997
2021;Herbst;Clara;1998;Mexiko-Stadt;w;1998
2021;Herbst;Karl-Heinz;1958;Sulzbach-Rosenberg;m;1999
2021;Herbst;Torsten;1973;Dresden;m;2000
2021;Herchenröder;Bernd;1962;Grebenhain;m;2001
2021;Herchenröder;Petra;1964;Frankfurt am Main;w;2002
2021;Herding;Susanne Petra;1970;Amberg;w;2003
2021;Herdt;Waldemar;1962;Sabelovka, Kasachstan;m;2004
2021;Herget;Harald;1963;München;m;2005
2021;Hermann;Benedikt Julian;2001;Mutlangen;m;2006
2021;Hermann;Heinrich Alexandra;1976;Wilhelmshaven;d;2007
2021;Hermeling;Steven;1997;Stade;m;2008
2021;Herms;Sandor Herms;1994;Clinton, Maryland, Vereinigte Staaten;m;2009
2021;Herpel;Klaus Eugen;1962;Worms;m;2010
2021;Herpertz;Anne;1998;Meißen;w;2011
2021;Herrling;Ana Lena;1990;Pforzheim;w;2012
2021;Herrlinger;Siegmar Hugo;1952;Birkenfeld;m;2013
2021;Herrmann;Bernd;1967;Düsseldorf;m;2014
2021;Herrmann;Bernhard;1966;Luckenwalde;m;2015
2021;Herrmann;Frank;1961;Ratingen;m;2016
2021;Herrmann;Marie-Therese;1984;Neubrandenburg;w;2017
2021;Herrmann;Nico;1999;Saarbrücken;m;2018
2021;Herrndorff;Jens;1969;Stuttgart;m;2019
2021;Herschlein;Ralph;1971;Göppingen;m;2020
2021;Hertel;Hans Falk;1961;Dresden;m;2021
2021;Herter;Thomas;1986;Bayreuth;m;2022
2021;Hertler;Stefan;1991;Filderstadt;m;2023
2021;Herzberger;Daniel;1986;Gießen;m;2024
2021;Herzig;Otwin;1953;St. Oswald/ Grafenau;m;2025
2021;Herzog;Dirk;1968;Berlin;m;2026
2021;Herzog;Jens;1982;Hildesheim;m;2027
2021;Heselhaus;Nadine;1978;Solingen;w;2028
2021;Hess;David;1988;Worms;m;2029
2021;Hess;Martin Alexander;1971;Hechingen;m;2030
2021;Hesse;Thomas;1963;Münster;m;2031
2021;Hessel;Katja;1972;Nürnberg;w;2032
2021;Hesselmann;Cornelia Maria Elisabeth;1963;Paderborn;w;2033
2021;Hetz;Tobias;1982;Gelsenkirchen;m;2034
2021;Heubach;Heike;1979;Rottweil;w;2035
2021;Heubuch;Maria Ulrike;1958;Ravensburg;w;2036
2021;Heubusch;Barbara Brigitte;1964;Schillingsfürst;w;2037
2021;Heuer;Justus;2000;Berlin;m;2038
2021;Heuser;Jörg Wilhelm;1964;Mainz;m;2039
2021;Heveling;Ansgar Guido Karl Johannes;1972;Rheydt (jetzt Mönchengladbach);m;2040
