PersonID;Year;ConstituencyID;Erststimmen
1013;2021;438;22771.0
1020;2021;20;205.0
1021;2021;92;
1023;2021;181;48514.0
1024;2021;289;2233.0
1025;2021;317;32277.0
1027;2021;199;26922.0
1028;2021;228;17278.0
1030;2021;448;497.0
1033;2021;70;2002.0
1035;2021;446;227.0
1036;2021;54;2276.0
1038;2021;349;45138.0
1039;2021;47;25825.0
1040;2021;58;3963.0
1041;2021;361;47993.0
1043;2021;1;
1044;2021;80;23223.0
1046;2021;80;24058.0
1050;2021;144;71478.0
1054;2021;189;3904.0
1056;2021;112;15794.0
1057;2021;313;5500.0
1058;2021;420;2622.0
1060;2021;359;1399.0
1061;2021;24;8802.0
1064;2021;98;5140.0
1065;2021;327;38325.0
1067;2021;102;17219.0
1068;2021;132;6480.0
1069;2021;6;369.0
1070;2021;244;14498.0
1072;2021;207;11210.0
1076;2021;460;970.0
1079;2021;5;46642.0
1081;2021;491;443.0
1082;2021;277;13045.0
1083;2021;327;3881.0
1085;2021;303;39253.0
1087;2021;18;32445.0
1089;2021;393;1718.0
1091;2021;269;7213.0
1092;2021;263;1146.0
1097;2021;68;2747.0
1098;2021;171;
1101;2021;321;4325.0
1105;2021;339;8785.0
1107;2021;333;3887.0
1110;2021;375;13992.0
1113;2021;70;33012.0
1116;2021;56;4006.0
1119;2021;438;244.0
1120;2021;20;97.0
1121;2021;126;2028.0
1122;2021;243;988.0
1123;2021;128;83.0
1124;2021;162;69676.0
1125;2021;73;20128.0
1126;2021;134;5167.0
1127;2021;403;15949.0
1128;2021;313;1395.0
1129;2021;281;42461.0
1130;2021;205;1157.0
1131;2021;399;
1134;2021;120;60924.0
1135;2021;102;
1137;2021;426;2466.0
1138;2021;426;8405.0
1140;2021;140;
1141;2021;395;2875.0
1142;2021;144;25140.0
1143;2021;491;3615.0
1144;2021;250;28214.0
1145;2021;385;
1146;2021;475;3820.0
1149;2021;313;
1150;2021;211;951.0
1151;2021;440;40929.0
1152;2021;106;47267.0
1153;2021;152;6552.0
1155;2021;381;3935.0
1156;2021;76;13049.0
1158;2021;403;726.0
1159;2021;411;3678.0
1160;2021;347;55234.0
1162;2021;59;26111.0
1165;2021;335;7909.0
1166;2021;32;16137.0
1167;2021;5;2305.0
1168;2021;267;2724.0
1169;2021;1;7355.0
1171;2021;140;4286.0
1174;2021;331;8482.0
1176;2021;389;17980.0
1177;2021;337;1580.0
1182;2021;249;1599.0
1183;2021;461;9116.0
1186;2021;165;14258.0
1187;2021;242;46929.0
1189;2021;460;2339.0
1190;2021;293;2258.0
1192;2021;28;8635.0
1194;2021;120;267.0
1195;2021;475;32930.0
1197;2021;167;2629.0
1198;2021;466;4357.0
1202;2021;62;46316.0
1203;2021;321;197.0
1208;2021;3;39996.0
1213;2021;160;1420.0
1218;2021;106;17432.0
1220;2021;214;998.0
1225;2021;229;42085.0
1226;2021;165;6667.0
1228;2021;211;14351.0
1229;2021;475;13108.0
1232;2021;491;2247.0
1233;2021;489;3526.0
1235;2021;319;50168.0
1237;2021;469;10637.0
1238;2021;100;721.0
1239;2021;14;
1247;2021;72;4045.0
1249;2021;311;9077.0
1251;2021;257;849.0
1257;2021;335;2795.0
1258;2021;54;13773.0
1259;2021;205;41035.0
1266;2021;395;10566.0
1267;2021;118;2927.0
1269;2021;438;32924.0
1270;2021;14;2146.0
1273;2021;142;5184.0
1275;2021;277;602.0
1279;2021;189;1633.0
1281;2021;303;2918.0
1285;2021;116;27476.0
1288;2021;469;1969.0
1300;2021;72;3705.0
1303;2021;175;54792.0
1305;2021;444;29176.0
1306;2021;110;1567.0
1310;2021;54;3205.0
1311;2021;128;2002.0
1313;2021;65;44188.0
1318;2021;224;2156.0
1319;2021;118;2734.0
1320;2021;415;202.0
1321;2021;164;731.0
1322;2021;59;391.0
1323;2021;483;411.0
1324;2021;279;484.0
1325;2021;303;18781.0
1326;2021;269;33405.0
1327;2021;243;12942.0
1328;2021;118;
1329;2021;130;51312.0
1333;2021;409;2159.0
1334;2021;335;3928.0
1338;2021;41;2428.0
1341;2021;142;44192.0
1344;2021;44;4886.0
1346;2021;57;
1348;2021;248;2153.0
1352;2021;108;19184.0
1353;2021;40;2844.0
1354;2021;14;70.0
1356;2021;305;1940.0
1357;2021;39;16175.0
1359;2021;450;5398.0
1361;2021;96;2584.0
1362;2021;193;2327.0
1363;2021;355;1732.0
1365;2021;16;16242.0
1366;2021;444;8450.0
1371;2021;321;23735.0
1373;2021;446;
1375;2021;271;4111.0
1378;2021;359;185.0
1379;2021;444;17505.0
1380;2021;345;2083.0
1383;2021;463;3704.0
1384;2021;171;2012.0
1385;2021;42;41558.0
1386;2021;3;50697.0
1387;2021;53;42582.0
1390;2021;54;500.0
1391;2021;438;943.0
1392;2021;86;19477.0
1396;2021;466;2247.0
1399;2021;365;8455.0
1403;2021;223;4264.0
1404;2021;221;5083.0
1405;2021;7;
1407;2021;88;579.0
1413;2021;291;4252.0
1414;2021;351;15886.0
1417;2021;140;32541.0
1418;2021;242;979.0
1419;2021;367;10577.0
1421;2021;148;3783.0
1422;2021;20;12447.0
1425;2021;41;29619.0
1426;2021;104;2405.0
1429;2021;239;44876.0
1430;2021;63;16692.0
1434;2021;3;8282.0
1435;2021;132;1748.0
1436;2021;173;34527.0
1439;2021;413;47860.0
1441;2021;229;1416.0
1442;2021;249;1651.0
1444;2021;323;28745.0
1445;2021;52;17764.0
1446;2021;67;819.0
1449;2021;489;451.0
1453;2021;80;1678.0
1455;2021;128;44890.0
1456;2021;26;2412.0
1457;2021;359;14419.0
1458;2021;450;25727.0
1459;2021;16;46401.0
1461;2021;245;2084.0
1462;2021;275;2919.0
1467;2021;339;
1469;2021;333;57560.0
1472;2021;343;497.0
1473;2021;218;2417.0
1474;2021;460;
1475;2021;173;1430.0
1476;2021;160;836.0
1477;2021;237;105.0
1487;2021;242;9538.0
1488;2021;71;24567.0
1491;2021;481;2364.0
1492;2021;341;
1493;2021;339;23978.0
1494;2021;57;5054.0
1500;2021;50;1547.0
1501;2021;44;
1505;2021;419;9404.0
1507;2021;315;6901.0
1510;2021;361;21734.0
1511;2021;225;1866.0
1519;2021;421;4670.0
1523;2021;1;
1524;2021;102;2160.0
1525;2021;175;14380.0
1526;2021;42;2958.0
1528;2021;60;2769.0
1531;2021;411;39711.0
1534;2021;124;179.0
1535;2021;46;23093.0
1536;2021;2;26163.0
1538;2021;369;3446.0
1539;2021;51;496.0
1540;2021;254;8057.0
1542;2021;57;17635.0
1543;2021;92;6975.0
1544;2021;28;10153.0
1545;2021;273;
1548;2021;230;19923.0
1552;2021;405;13688.0
1554;2021;228;11999.0
1555;2021;249;1220.0
1556;2021;132;1954.0
1559;2021;223;445.0
1565;2021;38;1763.0
1566;2021;465;4972.0
1567;2021;305;10312.0
1571;2021;116;
1573;2021;463;2258.0
1574;2021;275;23198.0
1576;2021;152;7761.0
1580;2021;45;56249.0
1581;2021;211;
1582;2021;299;3617.0
1584;2021;405;17061.0
1585;2021;489;2852.0
1586;2021;466;2081.0
1587;2021;216;10629.0
1588;2021;80;3898.0
1589;2021;287;2068.0
1590;2021;74;15554.0
1593;2021;38;317.0
1594;2021;171;57919.0
1598;2021;325;8481.0
1599;2021;60;785.0
1600;2021;427;5783.0
1602;2021;393;9753.0
1603;2021;92;2144.0
1604;2021;212;194.0
1606;2021;293;37635.0
1607;2021;375;17826.0
1609;2021;216;26599.0
1611;2021;60;561.0
1612;2021;55;7329.0
1614;2021;20;2455.0
1616;2021;401;47153.0
1620;2021;236;46711.0
1623;2021;3;4330.0
1624;2021;446;2527.0
1625;2021;32;9235.0
1626;2021;84;2969.0
1628;2021;426;751.0
1629;2021;100;10715.0
1630;2021;122;9306.0
1634;2021;49;542.0
1635;2021;237;
1637;2021;118;90.0
1638;2021;297;1307.0
1640;2021;477;40599.0
1641;2021;114;8613.0
1642;2021;230;52069.0
1643;2021;303;163.0
1645;2021;98;15428.0
1646;2021;142;31098.0
1648;2021;51;27755.0
1650;2021;48;41176.0
1651;2021;299;57445.0
1652;2021;24;34308.0
1653;2021;321;2414.0
1655;2021;122;29573.0
1656;2021;40;41976.0
1658;2021;116;10213.0
1659;2021;448;210.0
1660;2021;442;11222.0
1661;2021;69;15059.0
1663;2021;6;
1664;2021;18;34233.0
1666;2021;281;19015.0
1668;2021;52;772.0
1669;2021;419;3718.0
1674;2021;234;21933.0
1675;2021;233;
1678;2021;250;
1679;2021;430;2069.0
1680;2021;291;1845.0
1682;2021;57;44465.0
1684;2021;422;2582.0
1686;2021;32;55372.0
1687;2021;434;273.0
1689;2021;422;42991.0
1691;2021;289;169.0
1693;2021;329;356.0
1695;2021;271;3312.0
1696;2021;343;2772.0
1700;2021;247;
1701;2021;52;19962.0
1702;2021;189;4238.0
1705;2021;485;19483.0
1706;2021;10;11156.0
1707;2021;428;3287.0
1709;2021;247;1635.0
1710;2021;128;11878.0
1711;2021;418;1144.0
1713;2021;273;10708.0
1714;2021;88;2432.0
1715;2021;377;2685.0
1717;2021;46;2988.0
1719;2021;108;3615.0
1720;2021;371;9137.0
1721;2021;1;4549.0
1723;2021;285;31197.0
1726;2021;241;1528.0
1727;2021;32;2535.0
1728;2021;221;33903.0
1730;2021;477;3981.0
1731;2021;4;31929.0
1733;2021;2;786.0
1734;2021;249;14331.0
1735;2021;254;42958.0
1736;2021;96;4091.0
1738;2021;323;5030.0
1744;2021;355;53294.0
1747;2021;414;50231.0
1749;2021;353;2936.0
1750;2021;416;2040.0
1753;2021;405;
1755;2021;22;1912.0
1756;2021;126;9182.0
1760;2021;395;8512.0
1761;2021;422;47714.0
1762;2021;269;1108.0
1763;2021;106;19527.0
1764;2021;444;15215.0
1765;2021;94;77523.0
1768;2021;72;28501.0
1772;2021;108;20072.0
1775;2021;193;1559.0
1776;2021;217;61590.0
1777;2021;67;3975.0
1779;2021;228;1905.0
1780;2021;9;5115.0
1782;2021;40;306.0
1784;2021;48;16198.0
1786;2021;237;8603.0
1788;2021;82;2384.0
1789;2021;285;5657.0
1790;2021;489;12343.0
1792;2021;345;3149.0
1794;2021;448;
1796;2021;177;9334.0
1797;2021;26;10005.0
1799;2021;463;1969.0
1801;2021;154;36295.0
1802;2021;422;13289.0
1807;2021;59;2998.0
1808;2021;361;2558.0
1809;2021;41;13597.0
1815;2021;185;17586.0
1816;2021;289;44778.0
1821;2021;234;48574.0
1822;2021;448;34979.0
1826;2021;461;23433.0
1827;2021;487;19421.0
1829;2021;22;439.0
1830;2021;450;14420.0
1831;2021;7;15073.0
1832;2021;295;1089.0
1833;2021;66;
1836;2021;193;123.0
1837;2021;173;172.0
1839;2021;295;36926.0
1843;2021;102;4115.0
1844;2021;353;3070.0
1845;2021;179;2417.0
1847;2021;277;53213.0
1848;2021;450;12164.0
1850;2021;45;
1853;2021;240;1746.0
1857;2021;456;11914.0
1858;2021;209;14963.0
1860;2021;88;18104.0
1862;2021;323;46635.0
1863;2021;273;8015.0
1864;2021;59;17712.0
1866;2021;239;1918.0
1867;2021;353;235.0
1872;2021;169;3763.0
1873;2021;164;16181.0
1874;2021;179;259.0
1875;2021;74;2848.0
1877;2021;444;6830.0
1878;2021;456;2069.0
1879;2021;195;1998.0
1880;2021;259;12055.0
1881;2021;307;4235.0
1884;2021;347;40015.0
1885;2021;393;7648.0
1886;2021;259;2893.0
1887;2021;177;36528.0
1891;2021;305;24394.0
1892;2021;381;13104.0
1893;2021;57;22154.0
1894;2021;321;39410.0
1895;2021;456;23650.0
1897;2021;1;636.0
1898;2021;193;9192.0
1899;2021;76;14620.0
1900;2021;189;15000.0
1902;2021;365;1251.0
1907;2021;401;
1908;2021;387;50281.0
1909;2021;245;72113.0
1910;2021;252;52129.0
1911;2021;22;48959.0
1912;2021;489;5143.0
1920;2021;237;1561.0
1922;2021;442;4115.0
1925;2021;100;5365.0
1926;2021;452;25801.0
1927;2021;140;31616.0
1928;2021;242;1568.0
1929;2021;458;3975.0
1930;2021;285;1479.0
1931;2021;327;11283.0
1932;2021;199;2052.0
1937;2021;337;1858.0
1938;2021;70;15932.0
1939;2021;213;45063.0
1942;2021;250;80.0
1943;2021;369;11816.0
1944;2021;416;39431.0
1945;2021;371;1451.0
1947;2021;375;5548.0
1949;2021;407;20869.0
1950;2021;434;29538.0
1951;2021;359;13531.0
1953;2021;307;3409.0
1954;2021;375;54614.0
1955;2021;373;2610.0
1959;2021;263;473.0
1960;2021;315;547.0
1961;2021;148;14102.0
1962;2021;183;
1963;2021;353;16221.0
1966;2021;323;1685.0
1969;2021;136;
1970;2021;257;35562.0
1971;2021;32;17817.0
1972;2021;446;2011.0
1973;2021;166;526.0
1974;2021;301;17302.0
1975;2021;238;44709.0
1976;2021;86;41.0
1977;2021;373;15562.0
1978;2021;485;26972.0
1979;2021;226;1275.0
1980;2021;144;1534.0
1981;2021;41;49506.0
1982;2021;337;65402.0
1983;2021;213;12380.0
1985;2021;359;4552.0
1989;2021;43;3280.0
1991;2021;428;6826.0
1992;2021;383;2004.0
1993;2021;299;
1995;2021;287;1028.0
1997;2021;267;19805.0
1999;2021;116;13908.0
2000;2021;446;18588.0
2002;2021;183;2619.0
2004;2021;232;12674.0
2007;2021;65;2757.0
2008;2021;230;12019.0
2010;2021;114;6895.0
2011;2021;448;2694.0
2013;2021;58;
2014;2021;291;
2015;2021;454;5617.0
2017;2021;65;4871.0
2018;2021;425;605.0
2019;2021;420;32109.0
2020;2021;62;3325.0
2022;2021;154;774.0
2025;2021;248;
2026;2021;4;3750.0
2027;2021;124;8708.0
2028;2021;335;40851.0
2029;2021;403;3134.0
2030;2021;44;14392.0
2031;2021;343;1773.0
2032;2021;140;10882.0
2035;2021;158;29435.0
2036;2021;72;23385.0
2038;2021;479;5447.0
2039;2021;401;2093.0
2040;2021;303;51500.0
2041;2021;242;875.0
2043;2021;30;480.0
2046;2021;9;751.0
2049;2021;207;3129.0
2050;2021;116;69278.0
2054;2021;426;12777.0
2055;2021;237;2187.0
2056;2021;185;4939.0
2062;2021;397;8230.0
2064;2021;162;14542.0
2065;2021;440;52492.0
2066;2021;373;44266.0
2067;2021;86;
2068;2021;233;13671.0
2069;2021;5;
2070;2021;423;5168.0
2071;2021;156;7168.0
2072;2021;479;2502.0
2073;2021;242;6476.0
2075;2021;70;1669.0
2078;2021;71;13045.0
2079;2021;479;35415.0
2080;2021;114;2467.0
2081;2021;413;47901.0
2082;2021;7;
2085;2021;432;13397.0
2090;2021;234;13764.0
2094;2021;165;782.0
2096;2021;271;2005.0
2097;2021;150;60489.0
2099;2021;175;12360.0
2100;2021;61;24430.0
2104;2021;231;3996.0
2105;2021;426;4352.0
2106;2021;473;4207.0
2109;2021;454;2724.0
2110;2021;407;14624.0
2112;2021;391;976.0
2113;2021;146;3536.0
2116;2021;52;3557.0
2120;2021;287;2665.0
2121;2021;411;
2123;2021;94;40475.0
2124;2021;108;22468.0
2127;2021;183;24508.0
2129;2021;164;28401.0
2130;2021;315;13361.0
2134;2021;321;6976.0
