PersonID;Year;PartyListID;Listenplatz
935;2021;257.0;5
936;2021;5.0;42
937;2021;70.0;46
940;2021;38.0;12
941;2021;78.0;19
946;2021;23.0;55
947;2021;211.0;7
950;2021;96.0;3
951;2021;4.0;41
954;2021;243.0;4
963;2021;161.0;18
964;2021;256.0;10
966;2021;159.0;16
969;2021;183.0;6
971;2021;100.0;4
973;2021;71.0;16
975;2021;70.0;48
976;2021;131.0;9
978;2021;131.0;10
980;2021;102.0;70
982;2021;19.0;36
983;2021;11.0;57
984;2021;206.0;3
987;2021;9.0;47
988;2021;238.0;2
990;2021;206.0;6
994;2021;118.0;14
995;2021;70.0;45
998;2021;244.0;4
1000;2021;253.0;3
1001;2021;119.0;40
1005;2021;124.0;35
1006;2021;120.0;22
1011;2021;2.0;67
1014;2021;98.0;33
1015;2021;65.0;8
1016;2021;323.0;10
1017;2021;244.0;3
1018;2021;18.0;69
1019;2021;189.0;3
1022;2021;311.0;2
1026;2021;206.0;4
1029;2021;200.0;7
1031;2021;201.0;16
1032;2021;126.0;9
1034;2021;225.0;1
1037;2021;159.0;8
1042;2021;22.0;20
1045;2021;225.0;10
1047;2021;191.0;6
1048;2021;203.0;32
1049;2021;328.0;4
1051;2021;127.0;49
1052;2021;255.0;5
1053;2021;14.0;43
1055;2021;105.0;10
1059;2021;171.0;5
1062;2021;236.0;4
1063;2021;28.0;9
1066;2021;145.0;24
1071;2021;56.0;11
1073;2021;5.0;45
1074;2021;58.0;25
1075;2021;199.0;4
1077;2021;197.0;8
1078;2021;147.0;10
1080;2021;81.0;4
1084;2021;248.0;4
1086;2021;199.0;9
1088;2021;351.0;2
1090;2021;169.0;7
1093;2021;58.0;14
1094;2021;265.0;1
1095;2021;269.0;1
1096;2021;205.0;1
1099;2021;161.0;10
1100;2021;161.0;9
1102;2021;56.0;6
1103;2021;306.0;5
1104;2021;243.0;10
1106;2021;21.0;28
1108;2021;279.0;1
1109;2021;27.0;19
1111;2021;124.0;25
1112;2021;75.0;3
1114;2021;23.0;46
1115;2021;190.0;4
1117;2021;217.0;7
1118;2021;199.0;15
1132;2021;18.0;41
1133;2021;274.0;5
1136;2021;166.0;5
1139;2021;70.0;13
1147;2021;159.0;10
1148;2021;27.0;13
1154;2021;102.0;53
1157;2021;121.0;11
1161;2021;117.0;12
1163;2021;203.0;15
1164;2021;180.0;4
1170;2021;239.0;9
1172;2021;91.0;4
1173;2021;91.0;11
1175;2021;3.0;53
1178;2021;232.0;23
1179;2021;91.0;9
1180;2021;304.0;11
1181;2021;280.0;1
1184;2021;3.0;23
1185;2021;291.0;12
1188;2021;5.0;34
1191;2021;4.0;51
1193;2021;3.0;58
1196;2021;5.0;58
1199;2021;165.0;1
1200;2021;71.0;32
1201;2021;14.0;32
1204;2021;30.0;32
1205;2021;25.0;16
1206;2021;162.0;4
1207;2021;3.0;86
1209;2021;189.0;15
1210;2021;110.0;17
1211;2021;127.0;40
1212;2021;318.0;6
1214;2021;118.0;11
1215;2021;181.0;5
1216;2021;13.0;42
1217;2021;144.0;23
1219;2021;20.0;11
1221;2021;25.0;15
1222;2021;165.0;6
1223;2021;204.0;9
1224;2021;78.0;3
1227;2021;51.0;3
1230;2021;95.0;14
1231;2021;252.0;13
1234;2021;129.0;11
1235;2021;1.0;62
1236;2021;316.0;1
1240;2021;102.0;6
1241;2021;204.0;4
1242;2021;71.0;93
1243;2021;145.0;16
1244;2021;44.0;9
1245;2021;340.0;8
1246;2021;292.0;7
1248;2021;189.0;11
1250;2021;3.0;73
1252;2021;23.0;30
1253;2021;225.0;7
1254;2021;174.0;14
1255;2021;268.0;12
1256;2021;174.0;15
1260;2021;127.0;48
1261;2021;21.0;21
1262;2021;13.0;46
1263;2021;213.0;5
1264;2021;218.0;2
1265;2021;107.0;13
1268;2021;196.0;7
1271;2021;177.0;1
1272;2021;56.0;13
1274;2021;120.0;12
1276;2021;3.0;31
1277;2021;129.0;4
1278;2021;277.0;17
1280;2021;189.0;1
1282;2021;60.0;14
1283;2021;202.0;1
1284;2021;5.0;43
1286;2021;253.0;5
1287;2021;296.0;2
1289;2021;199.0;23
1290;2021;209.0;7
1291;2021;205.0;5
1292;2021;90.0;16
1293;2021;243.0;12
1294;2021;147.0;5
1295;2021;226.0;1
1296;2021;163.0;8
1297;2021;108.0;4
1298;2021;250.0;1
1299;2021;163.0;10
1301;2021;10.0;61
1302;2021;133.0;1
1304;2021;208.0;10
1307;2021;68.0;11
1308;2021;19.0;37
1309;2021;3.0;88
1312;2021;304.0;13
1314;2021;323.0;9
1315;2021;323.0;1
1316;2021;225.0;9
1317;2021;100.0;13
1330;2021;200.0;18
1331;2021;249.0;2
1332;2021;306.0;4
1335;2021;64.0;5
1336;2021;119.0;15
1337;2021;182.0;17
1339;2021;52.0;7
1340;2021;40.0;7
1342;2021;23.0;43
1343;2021;182.0;19
1345;2021;226.0;2
1347;2021;102.0;37
1349;2021;293.0;7
1350;2021;35.0;15
1351;2021;131.0;3
1355;2021;217.0;5
1358;2021;196.0;3
1360;2021;147.0;6
1364;2021;31.0;10
1367;2021;267.0;5
1368;2021;13.0;20
1369;2021;119.0;35
1370;2021;98.0;4
1372;2021;302.0;4
1374;2021;43.0;12
1376;2021;291.0;1
1377;2021;71.0;45
1381;2021;18.0;11
1382;2021;252.0;12
1388;2021;98.0;3
1389;2021;258.0;13
1393;2021;147.0;2
1394;2021;3.0;77
1395;2021;252.0;10
1397;2021;13.0;43
1398;2021;114.0;7
1400;2021;110.0;26
1401;2021;110.0;28
1402;2021;30.0;15
1406;2021;70.0;20
1408;2021;334.0;1
1409;2021;127.0;4
1410;2021;6.0;60
1411;2021;70.0;54
1412;2021;222.0;1
1415;2021;10.0;49
1416;2021;1.0;73
1420;2021;5.0;31
1423;2021;145.0;21
1424;2021;145.0;22
1427;2021;149.0;2
1428;2021;44.0;1
1431;2021;279.0;2
1432;2021;13.0;37
1433;2021;194.0;6
1437;2021;215.0;3
1438;2021;133.0;10
1440;2021;55.0;11
1443;2021;270.0;2
1447;2021;14.0;53
1448;2021;286.0;3
1450;2021;199.0;1
1451;2021;102.0;34
1452;2021;17.0;24
1454;2021;252.0;3
1460;2021;56.0;12
1463;2021;244.0;1
1464;2021;71.0;29
1465;2021;338.0;3
1466;2021;338.0;2
1468;2021;47.0;8
1470;2021;11.0;58
1471;2021;127.0;32
1478;2021;3.0;26
1479;2021;1.0;72
1480;2021;122.0;27
1481;2021;128.0;6
1482;2021;69.0;14
1483;2021;38.0;10
1484;2021;291.0;2
1485;2021;171.0;8
1486;2021;9.0;56
1489;2021;281.0;2
1490;2021;74.0;7
1495;2021;23.0;54
1496;2021;28.0;18
1497;2021;3.0;68
1498;2021;169.0;5
1499;2021;253.0;2
1502;2021;100.0;16
1503;2021;262.0;2
1504;2021;314.0;11
1506;2021;264.0;13
1508;2021;117.0;14
1509;2021;185.0;10
1512;2021;133.0;5
1513;2021;182.0;20
1514;2021;282.0;2
1515;2021;82.0;11
1516;2021;206.0;10
1517;2021;30.0;33
1518;2021;64.0;7
1520;2021;30.0;37
1521;2021;62.0;8
1522;2021;55.0;23
1527;2021;119.0;4
1529;2021;320.0;4
1530;2021;119.0;24
1532;2021;226.0;4
1533;2021;3.0;45
1537;2021;343.0;3
1541;2021;98.0;23
1546;2021;129.0;12
1547;2021;209.0;4
1549;2021;51.0;12
1550;2021;64.0;11
1551;2021;146.0;3
1553;2021;53.0;10
1557;2021;320.0;6
1558;2021;320.0;5
1560;2021;14.0;27
1561;2021;161.0;14
1562;2021;282.0;4
1563;2021;126.0;12
1564;2021;123.0;6
1568;2021;185.0;1
1569;2021;144.0;21
1570;2021;119.0;36
1572;2021;230.0;3
1575;2021;5.0;59
1577;2021;203.0;27
1578;2021;5.0;38
1579;2021;130.0;11
1583;2021;35.0;21
1591;2021;149.0;8
1592;2021;163.0;4
1595;2021;138.0;3
1596;2021;143.0;14
1597;2021;271.0;4
1601;2021;98.0;19
1605;2021;3.0;28
1608;2021;98.0;21
1610;2021;90.0;19
1613;2021;3.0;32
1615;2021;102.0;25
1617;2021;10.0;51
1618;2021;3.0;80
1619;2021;4.0;39
1621;2021;3.0;42
1622;2021;78.0;24
1627;2021;68.0;8
1631;2021;71.0;88
1632;2021;4.0;56
1633;2021;9.0;48
1636;2021;28.0;16
1639;2021;60.0;10
1644;2021;223.0;7
1647;2021;192.0;2
1649;2021;127.0;24
1654;2021;99.0;4
1657;2021;287.0;5
1662;2021;14.0;41
1665;2021;30.0;24
1667;2021;256.0;2
1670;2021;204.0;8
1671;2021;197.0;7
1672;2021;71.0;43
1673;2021;170.0;2
1676;2021;64.0;8
1677;2021;287.0;9
1681;2021;323.0;2
1683;2021;124.0;20
1685;2021;51.0;10
1688;2021;5.0;47
1690;2021;323.0;6
1692;2021;323.0;3
1694;2021;231.0;1
1697;2021;21.0;32
1698;2021;195.0;10
1699;2021;260.0;4
1703;2021;287.0;7
1704;2021;97.0;5
1708;2021;127.0;2
1712;2021;137.0;7
1716;2021;1.0;77
1718;2021;127.0;46
1722;2021;70.0;41
1724;2021;205.0;3
1725;2021;120.0;4
1729;2021;52.0;5
1732;2021;97.0;4
1737;2021;242.0;2
1739;2021;133.0;22
1740;2021;311.0;4
1741;2021;328.0;5
1742;2021;6.0;71
1743;2021;103.0;3
1745;2021;4.0;35
1746;2021;203.0;5
1748;2021;118.0;7
1751;2021;104.0;8
1752;2021;169.0;11
1754;2021;18.0;28
1757;2021;270.0;5
1758;2021;11.0;35
1759;2021;33.0;19
1766;2021;82.0;24
1767;2021;182.0;15
1769;2021;72.0;9
1770;2021;194.0;11
1771;2021;331.0;3
1773;2021;3.0;40
1774;2021;9.0;34
1778;2021;185.0;2
1781;2021;134.0;1
1783;2021;257.0;1
1785;2021;253.0;4
1787;2021;166.0;9
1791;2021;39.0;10
1793;2021;288.0;4
1795;2021;180.0;11
1798;2021;113.0;2
1800;2021;320.0;1
1803;2021;196.0;9
1804;2021;25.0;17
1805;2021;346.0;2
1806;2021;143.0;12
1810;2021;84.0;6
1811;2021;102.0;14
1812;2021;135.0;3
1813;2021;264.0;16
1814;2021;205.0;7
1817;2021;127.0;30
1818;2021;240.0;5
1819;2021;5.0;46
1820;2021;161.0;20
1823;2021;283.0;3
1824;2021;124.0;21
1825;2021;346.0;3
1828;2021;269.0;7
1834;2021;102.0;22
1835;2021;252.0;11
1838;2021;110.0;20
1840;2021;197.0;4
1841;2021;275.0;4
1842;2021;3.0;75
1844;2021;71.0;80
1846;2021;313.0;13
1849;2021;117.0;15
1851;2021;4.0;44
1852;2021;195.0;9
1854;2021;214.0;2
1855;2021;321.0;5
1856;2021;85.0;20
1859;2021;227.0;5
1861;2021;155.0;10
1865;2021;89.0;12
1868;2021;176.0;10
1869;2021;134.0;8
1870;2021;146.0;18
1871;2021;18.0;63
1876;2021;328.0;8
1882;2021;220.0;6
1883;2021;94.0;5
1888;2021;164.0;7
1889;2021;71.0;61
1890;2021;115.0;7
1896;2021;98.0;34
1901;2021;270.0;8
1903;2021;199.0;13
1904;2021;102.0;47
1905;2021;124.0;37
1906;2021;155.0;1
1913;2021;10.0;44
1914;2021;11.0;44
1915;2021;27.0;18
1916;2021;18.0;65
1917;2021;117.0;16
1918;2021;4.0;43
1919;2021;308.0;10
1921;2021;340.0;9
1923;2021;223.0;14
1924;2021;98.0;7
1933;2021;249.0;1
1934;2021;59.0;11
1935;2021;187.0;1
1936;2021;164.0;3
1940;2021;144.0;3
1941;2021;27.0;16
1946;2021;267.0;3
1948;2021;216.0;9
1952;2021;17.0;23
1956;2021;149.0;19
1957;2021;162.0;6
1958;2021;90.0;35
1964;2021;14.0;26
1965;2021;119.0;8
1967;2021;2.0;69
1968;2021;70.0;26
1984;2021;3.0;74
1986;2021;343.0;5
1987;2021;140.0;6
1988;2021;5.0;64
1990;2021;120.0;19
1994;2021;53.0;13
1996;2021;125.0;8
1998;2021;216.0;2
2001;2021;110.0;25
2003;2021;3.0;70
2005;2021;70.0;21
2006;2021;194.0;14
2009;2021;200.0;26
2012;2021;155.0;3
2016;2021;138.0;4
2021;2021;194.0;15
2023;2021;102.0;51
2024;2021;30.0;38
2033;2021;9.0;38
2034;2021;1.0;78
2037;2021;207.0;5
2042;2021;185.0;4
2044;2021;308.0;14
2045;2021;238.0;9
2047;2021;285.0;3
2048;2021;330.0;3
2051;2021;105.0;16
2052;2021;33.0;12
2053;2021;133.0;15
2057;2021;292.0;1
2058;2021;122.0;9
2059;2021;234.0;6
2060;2021;90.0;8
2061;2021;271.0;1
2063;2021;85.0;31
2074;2021;69.0;9
2076;2021;21.0;22
2077;2021;84.0;14
2083;2021;147.0;14
2084;2021;145.0;7
2086;2021;127.0;42
2087;2021;57.0;9
2088;2021;49.0;9
2089;2021;195.0;4
2091;2021;143.0;10
2092;2021;316.0;2
2093;2021;316.0;5
2095;2021;139.0;20
2098;2021;124.0;6
2101;2021;6.0;72
2102;2021;157.0;8
2103;2021;21.0;29
2107;2021;68.0;5
2108;2021;232.0;3
2111;2021;21.0;20
2114;2021;223.0;8
2115;2021;10.0;63
2117;2021;3.0;85
2119;2021;70.0;59
2122;2021;303.0;5
2125;2021;127.0;27
2126;2021;5.0;28
2128;2021;292.0;6
2131;2021;291.0;14
2132;2021;291.0;23
2133;2021;71.0;48
2135;2021;130.0;17
2140;2021;189.0;10
2141;2021;138.0;6
2143;2021;119.0;12
2144;2021;33.0;15
2147;2021;1.0;69
2155;2021;4.0;12
2156;2021;71.0;78
2164;2021;308.0;2
2165;2021;35.0;23
2166;2021;9.0;57
2167;2021;196.0;6
2169;2021;21.0;37
2170;2021;161.0;2
2172;2021;85.0;16
2173;2021;338.0;4
2177;2021;328.0;6
2181;2021;102.0;55
2182;2021;318.0;2
2183;2021;4.0;38
2191;2021;84.0;15
2192;2021;4.0;21
2194;2021;71.0;94
2195;2021;14.0;38
2197;2021;122.0;22
2198;2021;252.0;6
2202;2021;25.0;20
2203;2021;306.0;3
2204;2021;51.0;8
2205;2021;304.0;5
2206;2021;100.0;3
2207;2021;257.0;2
2209;2021;23.0;16
2210;2021;4.0;58
2211;2021;11.0;56
2215;2021;298.0;3
2218;2021;204.0;3
2233;2021;118.0;8
2234;2021;118.0;3
2237;2021;232.0;18
2238;2021;232.0;20
2239;2021;232.0;16
2240;2021;232.0;6
2246;2021;1.0;74
2247;2021;277.0;7
2249;2021;211.0;18
2250;2021;2.0;72
2252;2021;11.0;52
2254;2021;331.0;4
2255;2021;183.0;5
2256;2021;203.0;17
2257;2021;203.0;1
2258;2021;71.0;84
2259;2021;287.0;6
2262;2021;3.0;22
2265;2021;21.0;33
2268;2021;70.0;32
2270;2021;120.0;14
2274;2021;98.0;16
2278;2021;9.0;46
2279;2021;14.0;51
2281;2021;324.0;4
2284;2021;269.0;4
2287;2021;116.0;6
2288;2021;293.0;6
2289;2021;180.0;9
2294;2021;122.0;26
2296;2021;164.0;11
2298;2021;229.0;4
2302;2021;247.0;1
2306;2021;33.0;13
2307;2021;139.0;13
2312;2021;164.0;13
2313;2021;85.0;23
2314;2021;139.0;6
2315;2021;208.0;5
2317;2021;6.0;76
2328;2021;264.0;15
2332;2021;240.0;7
2335;2021;71.0;70
2336;2021;111.0;10
2338;2021;258.0;9
2339;2021;111.0;11
2340;2021;116.0;5
2342;2021;27.0;14
2349;2021;26.0;11
2350;2021;91.0;8
2351;2021;213.0;7
2353;2021;122.0;10
2354;2021;105.0;9
2356;2021;14.0;47
2358;2021;111.0;12
2360;2021;98.0;13
2361;2021;252.0;9
2364;2021;142.0;4
2367;2021;245.0;2
2371;2021;74.0;9
2373;2021;180.0;3
2376;2021;19.0;35
2378;2021;203.0;28
2380;2021;71.0;75
2382;2021;15.0;10
2384;2021;68.0;16
2387;2021;71.0;77
2389;2021;30.0;27
2390;2021;208.0;8
2393;2021;180.0;6
2396;2021;305.0;10
2397;2021;4.0;18
2399;2021;120.0;1
2401;2021;213.0;3
2402;2021;18.0;45
2405;2021;120.0;21
2407;2021;181.0;4
2408;2021;23.0;48
2410;2021;231.0;17
2413;2021;110.0;22
2414;2021;71.0;38
2417;2021;145.0;6
2423;2021;6.0;51
2426;2021;143.0;11
2427;2021;143.0;5
2428;2021;301.0;5
2430;2021;291.0;21
2433;2021;271.0;3
2434;2021;232.0;10
2435;2021;158.0;1
2436;2021;158.0;12
2438;2021;4.0;33
2439;2021;4.0;42
2440;2021;122.0;30
2441;2021;95.0;17
2443;2021;189.0;8
2444;2021;321.0;4
2445;2021;320.0;7
2447;2021;183.0;3
2448;2021;4.0;22
2454;2021;3.0;72
2455;2021;68.0;14
2456;2021;173.0;4
2459;2021;18.0;67
2461;2021;200.0;2
2462;2021;181.0;3
2463;2021;114.0;6
2464;2021;293.0;11
2465;2021;102.0;31
2469;2021;338.0;5
2470;2021;238.0;7
2472;2021;63.0;5
2475;2021;110.0;11
2476;2021;50.0;9
2477;2021;291.0;11
2487;2021;3.0;69
2488;2021;13.0;22
2490;2021;58.0;13
2491;2021;179.0;5
2492;2021;162.0;9
2494;2021;194.0;9
2498;2021;2.0;62
2499;2021;201.0;15
2500;2021;308.0;7
2501;2021;283.0;4
2502;2021;85.0;29
2503;2021;85.0;22
2509;2021;98.0;8
2511;2021;182.0;9
2512;2021;117.0;3
2515;2021;180.0;10
2518;2021;127.0;23
2520;2021;161.0;3
2521;2021;139.0;3
2522;2021;18.0;51
2524;2021;70.0;42
2525;2021;193.0;5
2526;2021;129.0;9
2537;2021;199.0;22
2539;2021;269.0;10
2540;2021;162.0;7
2541;2021;46.0;5
2543;2021;160.0;1
2544;2021;266.0;3
2545;2021;220.0;2
2546;2021;119.0;17
2547;2021;119.0;18
2548;2021;232.0;17
2550;2021;140.0;9
2555;2021;70.0;4
2557;2021;218.0;5
2559;2021;53.0;16
2562;2021;95.0;19
2563;2021;291.0;15
2564;2021;291.0;16
2565;2021;305.0;4
2567;2021;6.0;41
2570;2021;26.0;29
2571;2021;285.0;2
2572;2021;313.0;8
2573;2021;186.0;7
2574;2021;204.0;6
2578;2021;33.0;16
2580;2021;134.0;3
2581;2021;82.0;18
2583;2021;110.0;10
2584;2021;201.0;13
2586;2021;35.0;24
2588;2021;98.0;15
2589;2021;14.0;52
