BridgeID;Year;ConstituencyID;EligibleVoters;TotalVoters
372;2025;474;2104960.0;1632620.0
373;2025;13;2074450.0;1618730.0
374;2025;15;2353920.0;1990710.0
375;2025;17;1724280.0;1341440.0
376;2025;19;1765350.0;1332520.0
377;2025;21;2147570.0;1818720.0
378;2025;23;1955040.0;1623020.0
379;2025;25;2292280.0;1868140.0
380;2025;27;1925060.0;1462350.0
381;2025;29;2187290.0;1808760.0
382;2025;31;2068410.0;1698130.0
383;2025;33;1958670.0;1494850.0
384;2025;35;1967990.0;1554240.0
385;2025;256;1724420.0;1438490.0
386;2025;258;2248350.0;1823600.0
387;2025;260;1923590.0;1571470.0
388;2025;262;1993020.0;1645490.0
389;2025;264;2473910.0;2071740.0
390;2025;266;2486630.0;2076330.0
391;2025;268;1909510.0;1531100.0
392;2025;270;2439120.0;2146000.0
393;2025;272;2066700.0;1691350.0
394;2025;274;2286110.0;1936930.0
395;2025;276;2381170.0;1993630.0
396;2025;278;2142690.0;1831700.0
397;2025;280;2043440.0;1698360.0
398;2025;282;2145540.0;1844510.0
399;2025;284;2062790.0;1653640.0
400;2025;286;1965460.0;1529650.0
401;2025;288;2166180.0;1736560.0
402;2025;290;2008610.0;1677250.0
403;2025;292;1568720.0;1298580.0
404;2025;294;2244400.0;1870870.0
405;2025;296;1888710.0;1519170.0
406;2025;298;2108190.0;1732130.0
407;2025;300;1812090.0;1400930.0
408;2025;302;1965860.0;1641750.0
409;2025;304;2237370.0;1858880.0
410;2025;306;2236500.0;1824100.0
411;2025;308;2040870.0;1704620.0
412;2025;310;1733140.0;1401980.0
413;2025;312;1599610.0;1271700.0
414;2025;314;1523910.0;1119320.0
415;2025;316;1938770.0;1558140.0
416;2025;318;1774480.0;1456350.0
417;2025;320;1522950.0;1141660.0
418;2025;322;1864920.0;1576650.0
419;2025;324;1616110.0;1290410.0
420;2025;326;1824240.0;1474670.0
421;2025;328;1646730.0;1226760.0
422;2025;330;2016850.0;1686350.0
423;2025;332;1953360.0;1579540.0
424;2025;334;2009730.0;1725390.0
425;2025;336;1940720.0;1697890.0
426;2025;338;1941650.0;1655870.0
427;2025;340;2376540.0;2080220.0
428;2025;342;2076900.0;1759650.0
429;2025;344;2327570.0;1926820.0
430;2025;346;2404750.0;1970390.0
431;2025;348;2230600.0;1817490.0
432;2025;350;1991470.0;1634240.0
433;2025;352;2216020.0;1826790.0
434;2025;354;1694910.0;1419650.0
435;2025;356;2315850.0;1923790.0
436;2025;358;1959550.0;1538690.0
437;2025;360;1709600.0;1428600.0
438;2025;362;2001280.0;1635150.0
439;2025;364;1704340.0;1321940.0
440;2025;366;2036550.0;1654380.0
441;2025;368;1955080.0;1543080.0
442;2025;370;1905110.0;1574710.0
443;2025;372;2277250.0;1819600.0
444;2025;374;2293840.0;1904950.0
445;2025;376;1967160.0;1650470.0
446;2025;378;2023460.0;1682090.0
447;2025;380;1982650.0;1633420.0
448;2025;382;1911520.0;1531210.0
449;2025;429;1583680.0;1269050.0
450;2025;431;2250200.0;1839320.0
451;2025;433;2327500.0;1959800.0
452;2025;435;2109130.0;1721950.0
453;2025;437;1927500.0;1571830.0
454;2025;439;2005480.0;1618110.0
455;2025;441;1962710.0;1550520.0
456;2025;443;1958730.0;1604000.0
457;2025;445;2251030.0;1849220.0
458;2025;447;2334930.0;1963330.0
459;2025;449;1879240.0;1483540.0
460;2025;451;1832950.0;1449210.0
461;2025;453;1719110.0;1400530.0
462;2025;455;2029950.0;1643240.0
463;2025;457;1895650.0;1508370.0
464;2025;459;1774400.0;1415820.0
465;2025;168;1804750.0;1501030.0
466;2025;170;2141320.0;1751510.0
467;2025;172;1677700.0;1386130.0
468;2025;174;1824320.0;1535830.0
469;2025;176;1798710.0;1523510.0
470;2025;178;2035660.0;1660960.0
471;2025;180;2151420.0;1786910.0
472;2025;182;2065440.0;1749670.0
473;2025;184;1754430.0;1469190.0
474;2025;186;1784330.0;1527050.0
475;2025;188;1768900.0;1497970.0
476;2025;190;2170910.0;1827860.0
477;2025;192;1860380.0;1481910.0
478;2025;194;1752510.0;1434730.0
479;2025;196;1933900.0;1658970.0
480;2025;198;2034230.0;1601810.0
481;2025;200;2311040.0;1916990.0
482;2025;202;1723370.0;1406810.0
483;2025;204;2183520.0;1743700.0
484;2025;206;2394900.0;2030080.0
485;2025;208;2306720.0;1948280.0
486;2025;210;1954180.0;1649130.0
487;2025;476;2064880.0;1658740.0
488;2025;478;2011820.0;1599530.0
489;2025;480;1942070.0;1612070.0
490;2025;482;1842940.0;1479850.0
