BridgeID;Year;ConstituencyID;EligibleVoters;TotalVoters
523;2025;101;208678.0;172572.0
524;2025;103;168223.0;143715.0
525;2025;105;165283.0;135617.0
526;2025;107;246199.0;208264.0
527;2025;109;176118.0;144127.0
528;2025;111;172567.0;142729.0
529;2025;113;172562.0;141572.0
530;2025;115;213946.0;181998.0
531;2025;117;250692.0;212425.0
532;2025;119;220942.0;185064.0
533;2025;121;162689.0;136797.0
534;2025;123;179277.0;155528.0
535;2025;125;158660.0;134080.0
536;2025;127;153392.0;128802.0
537;2025;129;157915.0;129452.0
538;2025;131;165446.0;141537.0
539;2025;133;240854.0;203889.0
540;2025;135;186493.0;162266.0
541;2025;137;248261.0;208331.0
542;2025;139;187178.0;151378.0
543;2025;141;174758.0;136867.0
544;2025;143;227701.0;197174.0
545;2025;145;180280.0;155319.0
546;2025;147;210364.0;180549.0
547;2025;149;191994.0;165485.0
548;2025;151;194070.0;163493.0
549;2025;153;222633.0;192414.0
550;2025;155;186447.0;148106.0
551;2025;157;231356.0;199572.0
552;2025;159;192384.0;163307.0
553;2025;161;215190.0;178448.0
554;2025;163;159352.0;134549.0
555;2025;164;227116.0;191708.0
556;2025;165;161049.0;136863.0
557;2025;37;188917.0;162092.0
558;2025;38;174909.0;139573.0
559;2025;39;243100.0;204959.0
560;2025;40;165367.0;139385.0
561;2025;41;203453.0;173210.0
562;2025;42;174712.0;143878.0
563;2025;43;219692.0;184963.0
564;2025;44;212479.0;179564.0
565;2025;45;228597.0;195892.0
566;2025;46;238592.0;194706.0
567;2025;47;224446.0;186104.0
568;2025;48;175503.0;146412.0
569;2025;49;217828.0;180562.0
570;2025;50;202812.0;168556.0
571;2025;51;207276.0;176250.0
572;2025;52;200964.0;163983.0
573;2025;53;218284.0;186540.0
574;2025;54;195336.0;153137.0
575;2025;55;206482.0;171412.0
576;2025;56;195506.0;163944.0
577;2025;57;194214.0;162110.0
578;2025;58;212982.0;174317.0
579;2025;59;197556.0;163676.0
580;2025;60;228338.0;196060.0
581;2025;61;229946.0;187831.0
582;2025;62;218790.0;182330.0
583;2025;63;204663.0;167895.0
584;2025;64;196201.0;161406.0
585;2025;65;160370.0;131136.0
586;2025;66;207094.0;170740.0
587;2025;67;176269.0;145432.0
588;2025;68;197838.0;165466.0
589;2025;69;199799.0;172209.0
590;2025;70;223539.0;190052.0
591;2025;71;169789.0;144530.0
592;2025;72;173329.0;145122.0
593;2025;73;188226.0;157997.0
594;2025;74;180742.0;148786.0
595;2025;425;187345.0;148757.0
596;2025;426;198307.0;164763.0
597;2025;427;168073.0;143180.0
598;2025;428;180528.0;148003.0
