Year;StateID;PartyID;NewVoteCount;ShortName;LongName
2025;2;266;3407.0;PdF;Partei des Fortschritts
2025;2;271;425.0;SGP;Sozialistische Gleichheitspartei, Vierte Internationale
2025;2;273;295190.0;SPD;Sozialdemokratische Partei Deutschlands
2025;2;281;29349.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;2;295;18210.0;Volt;Volt Deutschland
2025;3;4;1256267.0;AfD;Alternative für Deutschland
2025;3;12;259788.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;3;15;11784.0;Bündnis C;Bündnis C - Christen für Deutschland
2025;3;16;7743.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;3;21;2006537.0;CDU;Christlich Demokratische Union Deutschlands
2025;3;29;429472.0;Die Linke;Die Linke
2025;3;30;28034.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;3;31;21859.0;dieBasis;Basisdemokratische Partei Deutschland
2025;3;235;357485.0;FDP;Freie Demokratische Partei
2025;3;236;86284.0;FREIE WÄHLER;FREIE WÄHLER
2025;3;245;865594.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;3;261;2402.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;3;273;898702.0;SPD;Sozialdemokratische Partei Deutschlands
2025;3;281;55878.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;3;295;49001.0;Volt;Volt Deutschland
2025;3;300;12256.0;ÖDP;Ökologisch-Demokratische Partei
2025;4;4;1515533.0;AfD;Alternative für Deutschland
2025;4;11;12315.0;BP;Bayernpartei
2025;4;12;245664.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;4;16;7476.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;4;22;2963732.0;CSU;Christlich-Soziale Union in Bayern e.V.
2025;4;29;456663.0;Die Linke;Die Linke
2025;4;30;30612.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;4;31;29011.0;dieBasis;Basisdemokratische Partei Deutschland
2025;4;235;333361.0;FDP;Freie Demokratische Partei
2025;4;236;345812.0;FREIE WÄHLER;FREIE WÄHLER
2025;4;245;957169.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;4;261;1663.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;4;267;5530.0;PdH;Partei der Humanisten - Fakten, Freiheit, Fortschritt
2025;4;273;920748.0;SPD;Sozialdemokratische Partei Deutschlands
2025;4;281;61869.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;4;295;50636.0;Volt;Volt Deutschland
2025;4;300;33328.0;ÖDP;Ökologisch-Demokratische Partei
2025;5;4;52494.0;AfD;Alternative für Deutschland
2025;5;12;15077.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;5;16;973.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;5;21;71567.0;CDU;Christlich Demokratische Union Deutschlands
2025;5;29;51461.0;Die Linke;Die Linke
2025;5;30;2582.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;5;235;12294.0;FDP;Freie Demokratische Partei
2025;5;236;1629.0;FREIE WÄHLER;FREIE WÄHLER
2025;5;245;54288.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;5;259;694.0;MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller
2025;5;260;258.0;MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit
2025;5;261;207.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;5;273;80600.0;SPD;Sozialdemokratische Partei Deutschlands
2025;5;290;304.0;Verjüngungsforschung;Partei für Verjüngungsforschung
2025;5;295;3830.0;Volt;Volt Deutschland
2025;6;4;636771.0;AfD;Alternative für Deutschland
2025;6;12;158427.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;6;16;5826.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;6;21;1033893.0;CDU;Christlich Demokratische Union Deutschlands
2025;6;29;311079.0;Die Linke;Die Linke
2025;6;30;18115.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;6;235;180816.0;FDP;Freie Demokratische Partei
2025;6;236;46582.0;FREIE WÄHLER;FREIE WÄHLER
2025;6;245;451573.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;6;261;1223.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;6;267;3096.0;PdH;Partei der Humanisten - Fakten, Freiheit, Fortschritt
2025;6;273;657536.0;SPD;Sozialdemokratische Partei Deutschlands
2025;6;281;44513.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;6;295;31533.0;Volt;Volt Deutschland
2025;7;4;113463.0;AfD;Alternative für Deutschland
2025;7;12;41827.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;7;16;1275.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;7;21;216782.0;CDU;Christlich Demokratische Union Deutschlands
2025;7;29;150930.0;Die Linke;Die Linke
2025;7;30;4517.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;7;235;47078.0;FDP;Freie Demokratische Partei
2025;7;236;3880.0;FREIE WÄHLER;FREIE WÄHLER
2025;7;245;201761.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;7;261;530.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;7;273;237564.0;SPD;Sozialdemokratische Partei Deutschlands
2025;7;281;9707.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;7;295;15555.0;Volt;Volt Deutschland
2025;8;4;357356.0;AfD;Alternative für Deutschland
2025;8;12;107756.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;8;16;3331.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;8;21;181963.0;CDU;Christlich Demokratische Union Deutschlands
2025;8;29;123051.0;Die Linke;Die Linke
2025;8;235;32679.0;FDP;Freie Demokratische Partei
2025;8;236;10796.0;FREIE WÄHLER;FREIE WÄHLER
2025;8;245;54721.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;8;261;847.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;8;273;126703.0;SPD;Sozialdemokratische Partei Deutschlands
2025;8;281;15672.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;8;295;6350.0;Volt;Volt Deutschland
2025;9;4;894057.0;AfD;Alternative für Deutschland
2025;9;12;189146.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;9;16;6368.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;9;21;1409499.0;CDU;Christlich Demokratische Union Deutschlands
2025;9;29;405229.0;Die Linke;Die Linke
2025;9;30;22343.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;9;31;12480.0;dieBasis;Basisdemokratische Partei Deutschland
2025;9;235;205037.0;FDP;Freie Demokratische Partei
2025;9;236;37581.0;FREIE WÄHLER;FREIE WÄHLER
2025;9;245;576371.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;9;261;1243.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;9;267;3346.0;PdH;Partei der Humanisten - Fakten, Freiheit, Fortschritt
2025;9;268;8032.0;PIRATEN;Piratenpartei Deutschland
2025;9;273;1152824.0;SPD;Sozialdemokratische Partei Deutschlands
2025;9;281;58072.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;9;295;30437.0;Volt;Volt Deutschland
2025;10;4;1769822.0;AfD;Alternative für Deutschland
2025;10;12;431616.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;10;16;14596.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;10;21;3170708.0;CDU;Christlich Demokratische Union Deutschlands
2025;10;27;20027.0;Die Gerechtigkeitspartei - Team Todenhöfer;Die Gerechtigkeitspartei - Team Todenhöfer
2025;10;29;877058.0;Die Linke;Die Linke
2025;10;30;59076.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;10;31;22207.0;dieBasis;Basisdemokratische Partei Deutschland
2025;10;235;462644.0;FDP;Freie Demokratische Partei
2025;10;236;52887.0;FREIE WÄHLER;FREIE WÄHLER
2025;10;245;1300915.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;10;260;4427.0;MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit
2025;10;261;4068.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;10;266;17970.0;PdF;Partei des Fortschritts
2025;10;273;2108383.0;SPD;Sozialdemokratische Partei Deutschlands
2025;10;281;133453.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;10;295;68917.0;Volt;Volt Deutschland
2025;10;297;6803.0;WerteUnion;WerteUnion
2025;11;4;498733.0;AfD;Alternative für Deutschland
2025;11;12;104965.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;11;16;3924.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;11;21;760535.0;CDU;Christlich Demokratische Union Deutschlands
2025;11;29;161744.0;Die Linke;Die Linke
2025;11;30;11470.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;11;235;114036.0;FDP;Freie Demokratische Partei
2025;11;236;52028.0;FREIE WÄHLER;FREIE WÄHLER
2025;11;245;256930.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;11;261;636.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;11;273;462766.0;SPD;Sozialdemokratische Partei Deutschlands
2025;11;281;31534.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;11;295;18845.0;Volt;Volt Deutschland
2025;11;300;4146.0;ÖDP;Ökologisch-Demokratische Partei
2025;12;4;306191.0;AfD;Alternative für Deutschland
2025;12;12;64728.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;12;16;3031.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;12;21;518367.0;CDU;Christlich Demokratische Union Deutschlands
2025;12;29;146398.0;Die Linke;Die Linke
2025;12;30;13738.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;12;235;88156.0;FDP;Freie Demokratische Partei
2025;12;236;13651.0;FREIE WÄHLER;FREIE WÄHLER
2025;12;245;279932.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;12;261;581.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;12;273;352671.0;SPD;Sozialdemokratische Partei Deutschlands
2025;12;274;76126.0;SSW;Südschleswigscher Wählerverband
2025;12;295;16512.0;Volt;Volt Deutschland
2025;13;4;129201.0;AfD;Alternative für Deutschland
2025;13;12;36960.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;13;16;1484.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;13;21;160996.0;CDU;Christlich Demokratische Union Deutschlands
2025;13;29;43998.0;Die Linke;Die Linke
2025;13;235;25689.0;FDP;Freie Demokratische Partei
2025;13;236;8453.0;FREIE WÄHLER;FREIE WÄHLER
2025;13;245;43195.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;13;261;303.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;13;268;1756.0;PIRATEN;Piratenpartei Deutschland
2025;13;273;131016.0;SPD;Sozialdemokratische Partei Deutschlands
2025;13;281;12247.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;13;295;3714.0;Volt;Volt Deutschland
2025;14;4;958363.0;AfD;Alternative für Deutschland
2025;14;12;232199.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;14;16;7452.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;14;21;507168.0;CDU;Christlich Demokratische Union Deutschlands
2025;14;29;290440.0;Die Linke;Die Linke
2025;14;30;13709.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;14;235;83495.0;FDP;Freie Demokratische Partei
2025;14;236;40136.0;FREIE WÄHLER;FREIE WÄHLER
2025;14;245;167256.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;14;261;1113.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;14;267;2474.0;PdH;Partei der Humanisten - Fakten, Freiheit, Fortschritt
2025;14;268;4021.0;PIRATEN;Piratenpartei Deutschland
2025;14;273;217155.0;SPD;Sozialdemokratische Partei Deutschlands
2025;14;281;29738.0;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ
2025;14;295;14744.0;Volt;Volt Deutschland
2025;15;4;496100.0;AfD;Alternative für Deutschland
2025;15;12;150328.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;15;16;4540.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;15;21;256535.0;CDU;Christlich Demokratische Union Deutschlands
2025;15;29;143803.0;Die Linke;Die Linke
2025;15;30;11034.0;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative
2025;15;235;41247.0;FDP;Freie Demokratische Partei
2025;15;236;18453.0;FREIE WÄHLER;FREIE WÄHLER
2025;15;245;59074.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;15;261;1187.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;15;273;146538.0;SPD;Sozialdemokratische Partei Deutschlands
2025;15;295;8487.0;Volt;Volt Deutschland
2025;16;4;510519.0;AfD;Alternative für Deutschland
2025;16;12;124501.0;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit
2025;16;16;3608.0;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND
2025;16;21;246072.0;CDU;Christlich Demokratische Union Deutschlands
2025;16;29;200691.0;Die Linke;Die Linke
2025;16;235;37286.0;FDP;Freie Demokratische Partei
2025;16;236;20622.0;FREIE WÄHLER;FREIE WÄHLER
2025;16;245;56084.0;GRÜNE;BÜNDNIS 90/DIE GRÜNEN
2025;16;261;1830.0;MLPD;Marxistisch-Leninistische Partei Deutschlands
2025;16;273;115915.0;SPD;Sozialdemokratische Partei Deutschlands
2025;16;295;7006.0;Volt;Volt Deutschland
